name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi
Baidu China Bistro,Baidu China Bistro,Restaurant,7625 S Rainbow Blvd,Las Vegas,Nevada,89139,13,10,24,9V9RlgqqnPFQJfF_e9Lnmw,Southwest,3.5,150,Null,Null,1,1,Null,Null,Null,1,Null,0,1,Null,1,Null,Null,1,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,1,0,1,1,Null,1,0
Casa Di Amore,Casa Di Amore,Restaurant,2850 E Tropicana Ave,Las Vegas,Nevada,89121,65,115,166,So132GP_uy3XbGs0KNyzyw,Eastside,4.5,765,Null,Null,2,1,Null,Null,Null,1,0,1,1,Null,0,Null,Null,Null,0,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,1,0,1,2,1,1,1,Null,1,1
Qdoba Mexican Grill,Qdoba Mexican Grill,Restaurant,6010 W Craig Rd,Las Vegas,Nevada,89130,9,40,34,Ufa7MJ3yDDIMFkYctnhT8Q,Northwest,3.0,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Saxby's Coffee,Saxby's Coffee,Restaurant,8520 S Maryland Pkwy,Las Vegas,Nevada,89123,5,9,11,IeJWawvw4oAb9EjAP-W5hA,Southeast,4.5,16,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null,Null,Null,Null,1,1
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,8450 W Sahara Ave 116,Las Vegas,Nevada,89117,31,33,64,7UtqNjjd9D6oU7UcT2nxig,Westside,3.5,92,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,0,0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Snack Bar,8450 W Sahara Ave 116,Las Vegas,Nevada,89117,28,64,53,7UtqNjjd9D6oU7UcT2nxig,Westside,3.5,92,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,0,0
Tacos El Compita,Tacos El Compita,Restaurant,6118 W Charleston Blvd,Las Vegas,Nevada,89146,89,167,254,CVECSCW-7zDzjpIPxsew4g,Westside,4.5,132,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Johnny Rockets,Johnny Rockets @ SILVERTON,Restaurant,3333 Blue Diamond Rd,Las Vegas,Nevada,89139,43,75,110,N0l-6kdgRXEskiGw3ab05A,Southwest,3.0,70,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,2,Null,Null,0,Null,2,Null,0,0,Null,0,1,2,0,1,1,Null,1,0
Vega's Cafe,Vega's Cafe,Restaurant,7280 W Azure Dr,Las Vegas,Nevada,89130,3,6,6,q7iF6omNtpaeBXZscLuBxQ,Centennial,4.0,11,Null,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,Null,Null,Null,Null,0,0,Null,0,1,2,0,1,1,Null,1,Null
Island Sushi & Grill,Island Sushi & Grill,Restaurant,9400 S Eastern Ave 103,Las Vegas,Nevada,89123,73,128,186,DzKl51tivGJMLiNsQqf38w,Southeast,4.0,957,Null,Null,1,1,Null,Null,Null,1,0,1,2,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,0,0,0,Null,1,1,2,1,1,1,Null,1,1
Las Vegas Eagle,Las Vegas Eagle,Bar / Tavern,3430 E Tropicana Ave,Las Vegas,Nevada,89121,70,130,158,5eqm4pyz-egd255X7PB8Xg,Eastside,2.5,24,Null,Null,2,1,Null,Null,3,0,0,1,1,Null,Null,0,Null,Null,Null,Null,1,Null,Null,Null,1,1,1,1,Null,0,Null,Null,Null,1,1,0,Null,Null,1,1,1
Rincon Catracho,Rincon Catracho,Restaurant,4110 S Maryland Pkwy,Las Vegas,Nevada,89119,45,243,191,1M1A-s6BbnzK3eURw01rZQ,University,3.5,65,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,2,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
Smoothie King,Smoothie King,Restaurant,6530 N Buffalo Dr 150,Las Vegas,Nevada,89131,35,91,85,rVi34tu0bITsoxMMT9QhUw,Centennial,2.5,81,Null,Null,Null,Null,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,1,Null,1,1
Don't Tell Mama,Don't Tell Mama,Bar / Tavern,517 Fremont St,Las Vegas,Nevada,89101,50,38,114,zKqWjDZHo-lk7_E3hHkORg,Downtown,4.0,212,Null,Null,2,1,Null,Null,3,1,Null,1,1,Null,Null,0,Null,Null,Null,Null,0,Null,Null,Null,1,0,1,3,Null,0,Null,Null,Null,1,2,0,Null,Null,1,1,0
Rocket Fizz,Rocket Fizz,Confection,9410 W Sahara 120,Las Vegas,Nevada,89117,7,0,0,jozzH4XCEM9yQFjLAc3_zA,Westside,4.5,157,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,0,Null,1,Null
Uncle Joe's Pizza,Uncle Joes Pizza,Restaurant,505 Fremont St,Las Vegas,Nevada,89101,45,30,146,jgtEoeE2uoA27J_UvbE20g,Downtown,4.0,110,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
Port of Subs,Port of Subs,Restaurant,3117 N Rainbow Blvd,Las Vegas,Nevada,89108,64,171,153,YnYS1dISBoLpA_VUSjOzEQ,,3.0,31,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,3,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Donut Tyme,Donut Tyme,Restaurant,4268 E Charleston Blvd,Las Vegas,Nevada,89104,58,45,122,PJ-VbAtIOso1dqd2frQqqg,Sunrise,4.0,88,Null,Null,Null,Null,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,Null
Chicago Tasty Dogs,Chicago Tasty Dogs,Restaurant,9711 S Eastern Ave,Las Vegas,Nevada,89183,19,15,54,DZN44_XFktITlIUec4H69w,Southeast,3.0,32,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,Null
Sushi Banzai,Sushi Banzai - DELETED,Restaurant,9700 W Tropicana Ave,Las Vegas,Nevada,89147,13,32,26,VFVyecs0nMFA4xizXkzvKA,Spring Valley,3.0,22,Null,Null,1,0,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,0,1,2,Null,1,1,Null,Null,0
