Accepts Apple Pay,business_accepts_bitcoin,business_accepts_creditcards,Accepts Google Pay,alcohol,ambience,restaurants_attire,best_nights,bike_parking,byappointmentonly,Cannabis Products,caters,coat_check,restaurants_delivery,dogs_allowed,drive_thru,Gender Neutral Restrooms,Good For,good_for_dancing,restaurants_good_for_groups,good_for_kids,Good for Working,happy_hour,Has Dairy-free Options,Has Gluten-free Options,Has Halal Options,Has Kosher Options,Has Pool Table,Has Soy-free Options,has_tv,Liked by Vegans,Liked by Vegetarians,Music,noise_level,Offers Military Discount,Open to All,outdoor_seating,business_parking,smoking,restaurants_takeout,restaurants_reservations,Waiter Service,wheelchair_accessible,wifi,business_id
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,Free,o69XnnmtOaj6a2sjOTsGeg
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,Yes,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,Null,No,Zmfq3DVhHdtVChhSxzoUHw
Null,Null,Yes,Null,No,Casual,Null,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,_KCvY2g9mMgcBSrVjCS0FA
No,Null,Yes,No,No,Null,Casual,Null,No,Null,,Null,Null,No,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,fIaDNl_mv6Oz3Ro4sil_Qw
No,Null,Yes,No,Full Bar,Divey,Null,Null,Yes,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,,Null,,,Yes,,Yes,Null,Null,"DJ, Juke Box",Average,Null,,No,"Street, Private Lot",Null,Null,No,Null,Null,Free,iCovpfQtG99MSHEqXew70w
Null,Null,Yes,Null,Null,Null,Casual,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Yes,Null,Null,No,cJMgxJ_GDg0a1KEkXPVaug
Null,Null,Yes,Null,No,Casual,Casual,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,Free,FclR3tCyp3wPCZoxHXn_jQ
No,Null,Yes,Null,No,Casual,Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,qsdHK1eQtXmAJNdVJxiC3w
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,No,Null,"Lunch, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,No,Null,No,dNjgjAoJSJsvgc5g6nQnnw
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,No,Null,"Breakfast, Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,uiHyP1uOAzOPkOmnWhnW0A
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,Null,Pe6MFhOa69NZIKHHjlQiNw
No,Null,Yes,No,No,"Divey, Casual",Null,Null,Yes,Null,,No,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,No,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,CR2DMfg3uP02PKT_fuygIw
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,V6u7__4jbEDOgWR8K6qUSw
Yes,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Null,No,gBQH64vIkA-kIDFGM290dw
No,Null,Yes,Null,Full Bar,Casual,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Yes,,Null,,,Yes,,Yes,Null,Null,,Average,Null,,No,"Garage, Street, Private Lot",Null,Null,No,Null,Null,Null,IBSePQdC8MwoWdMmoyegnw
Null,Null,Yes,Null,Full Bar,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,No,Null,Null,,Null,,,Null,,Yes,Null,Null,,Null,Null,,No,"Valet, Street, Private Lot",Null,Yes,Yes,Null,Null,Free,cHAhW7XJ2no_qzc46HpohQ
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Lizf_tbfqlXJAlP8GP29QA
No,Null,Yes,Null,Null,Null,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Private Lot,Null,Yes,Null,Null,Null,Free,yRk8ezAFV59HDHsuHiiU6Q
No,No,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,No,,Yes,,,Null,Yes,No,Yes,Yes,,Quiet,Null,,No,Private Lot,Null,Yes,Yes,Yes,Yes,Free,nMaIIKEAW2cTEWbEyeFyXQ
Null,Null,Yes,Null,Null,Null,Casual,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,Null,Null,Null,Null,QnTFXSKoKgwVNwkl1ANTwA
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,Null,Null,Null,Null,X3s0BN02lS6EigSnJaSyDw
Null,Null,Yes,Null,No,Casual,Null,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,E8JxHzlUrwio8gxV9k8a9Q
No,No,Yes,No,No,Null,Null,Null,Yes,Null,,No,Null,No,No,Yes,Yes,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Yes,,No,Private Lot,Null,Yes,No,No,Yes,No,WHdmQ-zPYYTJUqaUOfNpkQ
No,Null,Yes,Null,Full Bar,Divey,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Dinner, Late Night",Null,Yes,No,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Free,P8uECqGqXWTwEndkh-6bQw
No,Null,Yes,Null,No,Casual,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,7NvIgf7XW55OKa5ZU7gw8Q
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Yes,Null,Null,Null,Null,BeAr85oCQpeaWFJjLhRPWg
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Average,Null,,Null,Null,Null,Yes,No,Null,Null,Null,wD7Qg9eounsAtUZjlMZOuA
No,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Yes,Null,Null,Yes,Null,FiKSIDLW3rgxmOkEFYpiEw
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,No,Null,,No,Null,No,Null,No,Null,"Breakfast, Brunch, Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,"Garage, Private Lot",Null,No,No,Yes,Null,No,2Y0-nrSZNsLRStyupZgM7g
Null,Null,Yes,Null,No,Null,Null,Null,Null,Null,,Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Null,3rDzxvhe5CFzeWjvLj92pw
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,No,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Null,Null,Yes,No,No,Null,No,kwLlQn95rqiqvmM4Yc2hIg
No,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Yes,"Breakfast, Brunch, Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,mibbKeg4gbD9O58TCjDWgQ
No,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,No,Null,"Breakfast, Brunch, Lunch, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Null,Null,Yes,No,Null,Null,No,Tq032toLj_WQY3e7P3aQ8A
No,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,QpOAv584eb-ecG4TLEm95g
No,Null,Yes,No,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,ucv_SCACwuW4wEOudO_xyg
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Yes,,,Null,,No,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,56Ll9rqG2WxXj4X2pmlkHQ
Yes,No,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,No,Yes,No,yU34swtpTS8-SMjeLIEFcQ
No,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,6Na0jTJjX5GQY_ZJ53G02A
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,Null,zCuFlGmDGFyj3ytMfmnXEw
No,No,Yes,Yes,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,I5TnTKHzJuLA0YLZPGCNwQ
Yes,No,Yes,Yes,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,No,Suy2V5n_w8uzsXTdDdtCnA
No,Null,Yes,No,Null,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Yes,,,Null,,Null,Null,Yes,,Null,Null,,Null,Null,Null,Yes,Null,Null,Null,Free,yYwTV3c9Q3S1UDdpDhjgTg
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,9r6ijZgxDLJFysxIohtTcQ
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Null,Null,Null,Null,Null,zMDYrtWiQjR5odg-6Gf6kQ
Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,Null,Null,Null,No,Ji35uFlQyOpKjMFNKwp4mw
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Null,Null,Null,Null,Null,zMDYrtWiQjR5odg-6Gf6kQ
Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,Null,Null,Null,No,Ji35uFlQyOpKjMFNKwp4mw
Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Street,Null,Null,Null,Null,Null,Null,Bv7e_e229DfXIEg_Rtf5vg
No,Null,Yes,No,No,Casual,Null,Null,Yes,Null,,No,Null,No,No,Yes,Null,"Lunch, Dinner",Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Null,No,B3omTXI--0eiBC7nCv_WXg
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,,Null,,,Null,,No,Null,Null,,Loud,Null,,No,Null,Null,No,No,Null,Null,No,JTknlKD6bviJZLngdpbydw
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,No,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,IRH3mIW2q6J2CR5EoCQ5iA
Null,Null,Yes,Null,Full Bar,Null,Null,Null,Yes,Null,,Null,No,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Yes,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Yes,Null,No,Null,Null,Null,qhQS3KPJs9cya6tcQCEk2A
Yes,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,eRQwgSQD1KyCmJk_PAGOXQ
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,Null,Null,Null,Null,v2UKNMDqWN1UaWlK2Ugx2Q
Null,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,h0MNaniQdLa3ZGmXh9DDeQ
Null,Null,Yes,Null,No,Casual,Null,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,8fiZjbPMgg4qDSLIdZsWZg
Null,Null,Yes,Null,No,Casual,Casual,Null,Null,Null,,No,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,CgnHLwWbteqb8qxcZgBLyw
Null,Null,Yes,Null,No,Null,Casual,Null,No,Null,,Yes,Null,No,Null,Null,Null,Brunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Null,Null,Yes,No,Null,Null,No,KdQM64AQ5_ppgs6RolwJ4w
No,Null,Yes,No,No,Casual,Null,Null,No,Null,,No,Null,No,Null,Null,Yes,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,No,Null,No,wT-J6sib_NSr8rcH2aTcAA
Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,E9YrPcoz_USW31ZBIiMeMg
Null,Null,Yes,Null,No,Null,Null,Null,Null,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Very Loud,Null,,No,Null,Null,Yes,No,Null,Null,No,TUfb2lH2nwKqu_IyM8wA-A
No,No,Yes,No,Beer & Wine Only,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Yes,No,2dCnTMv3Hh-fM8bOjYS4Xw
No,Null,Yes,No,Full Bar,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Null,Null,Yes,Yes,Yes,Null,No,RRw9I8pHt5PzgYGT2QeODw
No,No,Yes,No,Full Bar,Casual,Casual,"Fri, Sat, Sun",No,Null,,No,No,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,No,Null,Yes,,Null,,,Yes,,Yes,Null,Null,,Average,Null,,No,Private Lot,Yes,Yes,No,Yes,Yes,Free,5PP6BwtNYlPARHApB9lzcQ
Yes,Null,Yes,No,Full Bar,Divey,Null,"Mon, Thu, Sun",Yes,Null,,No,No,No,Null,Null,Null,"Lunch, Late Night",No,Yes,No,Null,Yes,,Null,,,No,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,b0WztBYRaswkUARxLQ1aKg
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,Null,ASYsl1vHY0aKRXlPtHeCWQ
Yes,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Yes,,Null,,Yes,Null,,Yes,Yes,Yes,,Quiet,Null,,No,Private Lot,Null,Yes,Yes,No,Yes,No,kkdm8TM6qTaVnrz5XsG0hQ
No,Null,Yes,No,Full Bar,Null,Casual,Null,Yes,Null,,Null,Null,Yes,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,Yes,Null,,Yes,Null,Null,,Quiet,Null,,No,Null,Null,Yes,Yes,Yes,Null,No,8945PbOxSjb6hwHdVWWUIw
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,Null,Oyo5CWthu2upxxaf69MfIg
Yes,Yes,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Yes,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,No,Yes,No,ai8nfTBNvL579cjIuqZajQ
Null,Null,Yes,Null,Null,Null,Casual,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Null,lgThAiX5kMvSxizl2tQ1hA
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,9MK66QkfnTp6BxZudH9wxg
Null,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,XjsCGzq5P1pCiAHotA9HCw
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,No,No,Null,Null,"Brunch, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,Jur1iiejUFw_YCkfDfy1gQ
Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,No,eTUDAJdOHBwKa2yaD_jB6Q
No,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Free,jOSB_Sc4B3IsI5-MJluBsg
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,No,T6mV9V8sfyW3Wj5tsKgabw
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Yes,"Breakfast, Brunch, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,5TeA1dyLR7MIor-DfIrYog
No,Null,No,Null,Null,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,LTpH7PllA7ruroTZRXnWqw
Yes,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Brunch, Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,Yes,Yes,Null,Free,NnoJ7MBgV_F-bv7FA_X_BA
Null,Null,Null,Null,No,Null,Null,Null,Null,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,Null,Null,Null,Null,f4wR4t1uXCXFY7xBslzMcw
No,No,Yes,Null,No,Casual,Casual,Null,No,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,Yes,Yes,Yes,No,HUwzarG0givckxXWTF5lIQ
No,Yes,Yes,Yes,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,Free,4EfiNcKSsafogIhAjwv0gg
No,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Breakfast, Brunch, Lunch",Null,Yes,Yes,Null,Null,,Yes,,,Null,,Yes,Null,Yes,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,0jtRI7hVMpQHpUVtUy4ITw
No,Null,Yes,Yes,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Breakfast, Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Yes,,,Null,Yes,Yes,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,Free,p5rpYtxS5xPQjt3MXYVEwA
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Breakfast, Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,Yes,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Free,JbopSXzZIy7id23GJsO9pA
No,Null,Yes,No,Beer & Wine Only,Casual,Null,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,wwgH65yjLssksjz8ASU3QA
Null,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,D1BrHyiZON7u_ef-qt4_Uw
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,KhYA1VGwy1naIiIAvPfolw
Null,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,gpflXHwzORmGqJNgkKtkEA
