RestaurantName,LocationName,CategoryName,Address,City,State,Zip,Violations,CurrentDemerits,InspectionDemerits
DON'T GLAZE ME MOBILE,DON'T GLAZE ME MOBILE,Food Trucks / Mobile Vendor,2630 SUNRIDGE HEIGHTS,Henderson,Nevada,89052,4,0.0,0.0
KOI SUSHI BAR,KOI RESTAURANT @ PLANET HOLLYWOOD,Restaurant,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,15,53.0,40.0
COSMO HIGH LIMIT BAR P1,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,14,21.0,24.0
Chipotle Mexican Grill #320,Chipotle Mexican Grill,Restaurant,1311 W Sunset Rd,Henderson,Nevada,89014-6765,41,99.0,82.0
COSMO WEST TOWER BUTLER PANTRY P61,COSMOPOLITAN RESORT & CASINO,Pantry,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,14,36.0,27.0
AMERICANA MARKET SNACK BAR,Americana Mart,Snack Bar,1595 N Eastern Ave,Las Vegas,Nevada,89101-1512,13,27.0,29.0
GIUSEPPE'S GRILLE,GIUSEPPE'S BAR & GRILLE,Restaurant,2630 W HORIZON RIDGE Pkwy,Henderson,Nevada,89052,61,39.0,144.0
SUBWAY OF PARADISE VALLEY #39116,SUBWAY OF PARADISE VALLEY #39116,Restaurant,470 E Windmill Ln,Las Vegas,Nevada,89123-1802,31,108.0,63.0
Ta Ta Bistro,Ta Ta Bistro,Restaurant,1450 W Horizon Ridge Pkwy 205,Henderson,Nevada,89012-4477,58,108.0,124.0
CHOW,CHOW,Restaurant,1020 E FREMONT St 120,Las Vegas,Nevada,89101,20,36.0,41.0
New York Chinese Restaurant,New York Chinese Restaurant - Ft Apache,Restaurant,3545 S Fort Apache Rd,Las Vegas,Nevada,89147-3435,115,160.0,243.0
VENETIAN COFFEE STATION,Venetian Hotel & Casino,Snack Bar,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,1,3.0,3.0
Brio Tuscan Grille - Restaurant,Brio Tuscan Grille,Restaurant,6653 Las Vegas Blvd,Las Vegas,Nevada,89119-3271,31,3.0,63.0
DEL TACO #1230,DEL TACO #1230,Restaurant,8125 BLUE DIAMOND,Las Vegas,Nevada,89178,1,0.0,0.0
HOOVER DAM LODGE RED DRAGON BAR,Hoover Dam Lodge,Bar / Tavern,18000 E 93 HWY S,Boulder City,Nevada,89005,1,0.0,0.0
BEER PARK INDOOR VIP BAR,PARIS - HEXX/BEER PARK/CHATEAU NIGHTCLUB,Bar / Tavern,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,1,3.0,3.0
SLS FOXTAIL SOUTHEAST SERVICE BAR,SLS LAS VEGAS,Bar / Tavern,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,5,12.0,9.0
Wildfire Boulder Bar,Wildfire Casino Boulder Highway,Bar / Tavern,2000 S Boulder Hwy,Henderson,Nevada,89002-8529,20,27.0,42.0
Palace Station Cabo Dishroom,Palace Station Hotel & Casino,Special Kitchen,2411 W Sahara Ave,Las Vegas,Nevada,89102-4343,19,0.0,35.0
Carleys,Carleys,Restaurant,123 S Moapa Valley Blvd,Overton,Nevada,89040,1,0.0,0.0
Point After Restaurant,Point After Restaurant & Lounge,Restaurant,923 N Pecos Rd,Las Vegas,Nevada,89101-2415,26,42.0,60.0
RIVIERA LEROYS BAR,RIVIERA HOTEL & CASINO,Bar / Tavern,2901 S Las Vegas Blvd,Las Vegas,Nevada,89109-1933,15,15.0,36.0
Loose Caboose Saloon Nellis,Charleston Commons Shopping Center,Bar / Tavern,15 N Nellis Blvd,Las Vegas,Nevada,89110-5330,9,0.0,6.0
Silverton Casino Mermaids Lounge,Silverton Hotel & Casino,Bar / Tavern,3333 Blue Diamond Rd,Las Vegas,Nevada,89139-7888,17,42.0,42.0
"Ritz of Las Vegas, The - Service Bar #2","Ritz of Las Vegas, The",Bar / Tavern,3360 E Flamingo Rd,Las Vegas,Nevada,89121-4397,1,1.0,1.0
Paradise Poker Club Bar,Paradise Poker Club,Bar / Tavern,955 Grier Dr,Las Vegas,Nevada,89119-3751,9,30.0,30.0
SUBWAY #22017 @ CASINO ROYALE   DELETED,SUBWAY #22017 @ CASINO ROYALE,Restaurant,3411 S Las Vegas Blvd,Las Vegas,Nevada,89109-8955,3,3.0,3.0
MGM NOB HILL BAR,MGM GRAND HOTEL & CASINO,Bar / Tavern,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,5,12.0,9.0
Brando's Pizzeria Bar,Brandos Pizzeria & Bar,Bar / Tavern,2973 Industrial Rd,Las Vegas,Nevada,89109-1134,12,6.0,22.0
Cool Intentions #2,Cool Intentions,Food Trucks / Mobile Vendor,4720 Quality Ct,Las Vegas,Nevada,89103-5200,4,0.0,4.0
Cafe Verdi West Pizzeria,Cafe Verdi West,Restaurant,3111 S Valley View Blvd M105,Las Vegas,Nevada,89102-8317,123,840.0,314.0
WESTGATE SPACE QUEST HOT DOG CART,WESTGATE HOTEL AND CASINO,Portable Unit,3000 S Paradise Rd,Las Vegas,Nevada,89109-1287,8,0.0,10.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1311 W Craig Rd,North Las Vegas,Nevada,89032-0252,42,0.0,88.0
China Joe's #2,China Joe's #2,Restaurant,3886 W Sahara Ave,Las Vegas,Nevada,89102-0505,12,30.0,32.0
Tahiti Joe's - Lazy River Port Bar,Tahiti Joe's,Portable Unit,7200 Las Vegas Blvd,Las Vegas,Nevada,89119-4020,7,20.0,13.0
McFaddens Las Vegas - Bar #2,Rio Hotel & Casino,Bar / Tavern,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,4,21.0,30.0
Reynita's Ice Cream,REYNITA'S ICE CREAM TRUCK,Food Trucks / Mobile Vendor,2850 E Charleston Blvd,Las Vegas,Nevada,89104-2307,4,12.0,8.0
Sushi Factory East - Sushi Bar,Sushi Factory East,Restaurant,10720 S Eastern Ave,Henderson,Nevada,89052-5218,19,30.0,67.0
LAZY JOE'S/MEDITERRANEAN BITES,LAZY JOE'S FISH & CHIPS/MEDITERRANEAN BITES,Restaurant,7835 S RAINBOW Blvd 22,Las Vegas,Nevada,89139,39,54.0,68.0
Nacho Daddy - Bar,NACHO DADDY,Bar / Tavern,9925 S Eastern Ave,Las Vegas,Nevada,89134,22,0.0,51.0
VENETIAN TAO BEACH SAT #4 SEASONAL DELETED,TAO BEACH POOL @ VENETIAN,Portable Unit,3377 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,1,1.0,1.0
ROCKIN' TACO BEER BAR,ROCKIN TACO MEXICAN GRILL @ HARMON CENTER,Bar / Tavern,3717 S LAS VEGAS,Las Vegas,Nevada,89109,14,0.0,27.0
SHIBBLES.COM - CATERING,SHIBBLES.COM,Caterer,1114 S RAINBOW Blvd 1114,Las Vegas,Nevada,89146,2,6.0,3.0
BIG ERN'S BBQ SEASONAL (11/9/12 - 7/9/13),BIG ERN'S BBQ SEASONAL (11/9/12 - 7/9/13),Portable Unit,102 S 7TH,Las Vegas,Nevada,89101,10,0.0,23.0
"NUTTY BOBA, THE","NUTTY BOBA, THE",Snack Bar,3528 S MARYLAND,Las Vegas,Nevada,89169,9,18.0,22.0
PANCHO'S HOT DOGS PORTABLE UNIT,Pancho's Hot Dogs,Portable Unit,1541 N Eastern Ave,Las Vegas,Nevada,89101-1512,7,36.0,15.0
ANTHONY'S PIZZA,ANTHONY'S PIZZA & DELI,Restaurant,321 S CASINO CENTER,Las Vegas,Nevada,89101,35,64.0,88.0
WILD BAR,WILD,Bar / Tavern,150 N LAS VEGAS Blvd 120,Las Vegas,Nevada,89101,3,16.0,11.0
BROOKLYN BOWL FL 2 POT WASH,BROOKLYN BOWL LAS VEGAS @ LINQ,Special Kitchen,3545 S LAS VEGAS Blvd 22,Las Vegas,Nevada,89109,4,9.0,6.0
KABOB FACTORY,KABOB FACTORY,Restaurant,8150 S MARYLAND 120,Las Vegas,Nevada,89123,5,9.0,9.0
JFE FRANCHISING @ SMITH'S #319,JFE FRANCHISING,Snack Bar,8180 S LAS VEGAS Blvd,Las Vegas,Nevada,89123,6,10.0,18.0
SKINNY FATS,SKINNY FATS,Restaurant,8680 W WARM SPRINGS,Las Vegas,Nevada,89148,14,9.0,24.0
TAHITI VILLAGE LAZY RIVER BAR SEASONAL (3/1/16 - 11/1/16),Tahiti Village,Portable Unit,7200 S Las Vegas Blvd,Las Vegas,Nevada,89119-4020,1,3.0,3.0
Arby's #6821,Arby's,Restaurant,3477 S Durango Dr,Las Vegas,Nevada,89117-4127,23,74.0,51.0
RAISING CANE'S CHICKEN FINGERS,RAISING CANE'S CHICKEN FINGERS,Restaurant,110 N STEPHANIE,Henderson,Nevada,89117,6,12.0,12.0
Evan's Old Town Grille,Evan's Old Town Grille,Restaurant,1129 Arizona St,Boulder City,Nevada,89005-2609,46,6.0,115.0
GOLDEN NUGGET CLAIM JUMPER DISH/POT WASH,Golden Nugget Las Vegas,Special Kitchen,129 E Fremont St,Las Vegas,Nevada,89101-5603,8,11.0,11.0
FLAMINGO BUFFET SVC STN 5 & 6,FLAMINGO LV HOTEL & CASINO,Bar / Tavern,3555 S Las Vegas Blvd,Las Vegas,Nevada,89109-8901,10,18.0,4.0
OHANA HAWAIIAN BBQ RESTAURANT - BLUE DIAMOND,Ohana Hawaiian BBQ,Restaurant,4360 Blue Diamond Rd 108,Las Vegas,Nevada,89139-7783,15,0.0,35.0
LE PETIT CAFE & BAKERY,LE PETIT CAFE & BAKERY,Restaurant,6496 S MEDICAL CENTER 100,Las Vegas,Nevada,89148,9,11.0,11.0
CAFE ZUPAS,CAFE ZUPAS,Restaurant,1381 W SUNSET Rd,Henderson,Nevada,89014,16,38.0,35.0
RHODES RANCH GC RESTAURANT,RHODES RANCH GOLF CLUB,Restaurant,20 E RHODES RANCH Pkwy,Las Vegas,Nevada,89148,64,120.0,118.0
Buck's Tavern,Bucks Tavern,Bar / Tavern,1204 N Nellis Blvd,Las Vegas,Nevada,89110,28,33.0,53.0
Albertsons #212 STARBUCKS,Albertsons #212,Restaurant,8350 W Cheyenne Ave,Las Vegas,Nevada,89129-8408,2,0.0,0.0
ARIA CAFE RESTAURANT,CITY CENTER HOTELS,Restaurant,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,6,6.0,6.0
Irene's Gaming Lounge,Irene's Gaming Lounge,Bar / Tavern,6125 W Tropicana Ave H,Las Vegas,Nevada,89103-4699,32,39.0,72.0
MCCARRAN CENTURION BAR D GATE,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY I,Bar / Tavern,5757 WAYNE NEWTON Blvd,Las Vegas,Nevada,89109,13,51.0,37.0
La Michoacana Botanas/ Ice Cream,La Michoacana Market,Confection,1424 N Eastern Ave,Las Vegas,Nevada,89101-1553,30,0.0,83.0
PIZZA ROCK - WOOD PIZZA KITCHEN,PIZZA ROCK,Special Kitchen,201 N 3RD St,Las Vegas,Nevada,89101,14,27.0,39.0
SLS NORTH SIDE CAFE COLD LINE,SLS LAS VEGAS,Special Kitchen,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,7,0.0,13.0
Spring Valley Center - Kitchen,Spring Valley Center,Childcare Kitchens,2845 Mohawk St,Las Vegas,Nevada,89146-6868,15,15.0,31.0
TINA'S GOURMET SAUSAGE HOUSE,TINA'S GOURMET SAUSAGE HOUSE,Meat/Poultry/Seafood,2101 S DECATUR,Las Vegas,Nevada,89102,59,63.0,151.0
CENTERPLATE BUY THE SLICE CH,CENTERPLATE @ CONVENTION CENTER,Snack Bar,3150 PARADISE Rd,Las Vegas,Nevada,89109,1,5.0,5.0
YARDBIRD PREP KITCHEN,YARDBIRD @ VENETIAN,Special Kitchen,3355 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,4,12.0,9.0
Rio Basement / Lobby Main Kitchen,Rio Suites Hotel,Special Kitchen,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,32,27.0,61.0
CHAVELO'S MEXICAN BAR AND GRILL,CHAVELO'S MEXICAN BAR AND GRILL,Restaurant,2021 W SUNSET Rd,Henderson,Nevada,89014,12,18.0,28.0
Race Day Cafe,Race Day Cafe,Restaurant,6825 Speedway Blvd B101A,Las Vegas,Nevada,89115,51,144.0,104.0
EXCALIBUR BUFFET RIGHT SVC MEXICAN,EXCALIBUR HOTEL & CASINO,Buffet,3850 S Las Vegas Blvd,Las Vegas,Nevada,89109-4324,3,0.0,5.0
LAS VEGAN CAFE & JUICE BAR,LAS VEGAN CAFE & JUICE BAR,Restaurant,5875 S RAINBOW Blvd 104,Las Vegas,Nevada,89117,31,54.0,81.0
GREAT HARVEST BREAD COMPANY SNACK BAR,Great Harvest Bread Company,Restaurant,2520 W Horizon Ridge Pkwy 160,Henderson,Nevada,89052-5921,25,48.0,48.0
CARL'S JR 8542,CARL'S JR. 8542,Restaurant,2650 NATURE PARK,North Las Vegas,Nevada,89084,20,30.0,59.0
Sushi Tachi,Sushi Tachi,Restaurant,2745 W Centennial Pkwy 130,North Las Vegas,Nevada,89031,141,93.0,278.0
MCCARRAN JOSE CUERVO TEQUILLA BAR T1,McCarran Host International,Bar / Tavern,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,33,112.0,81.0
HARD ROCK REHAB_OUTDOOR PUSF,HARD ROCK HOTEL & CASINO LAS VEGAS,Portable Unit,4455 S Paradise Rd,Las Vegas,Nevada,89169-6574,1,0.0,0.0
LUXOR BANQUET BAR BLUE,LUXOR HOTEL & CASINO,Bar / Tavern,3900 S Las Vegas Blvd,Las Vegas,Nevada,89119-1004,4,3.0,3.0
SEASONS MARKET SNACK BAR,SEASONS MARKET,Snack Bar,20 COSTA DI LAGO 130,Henderson,Nevada,89011,13,15.0,15.0
Subway #26995,Der Wienerschnitzel/Subway,Restaurant,3201 N Rancho Dr,Las Vegas,Nevada,89130-3112,16,3.0,28.0
COOL BAR SERVICE BAR,COOL BAR,Bar / Tavern,4350 W SPRING MOUNTAIN 119,Las Vegas,Nevada,89102,12,3.0,21.0
FLORIDA CAFE BAKERY,FLORIDA CAFE CUBAN BAR & GRILL,Bakery Sales,1401 S Las Vegas Blvd,Las Vegas,Nevada,89104-1327,13,0.0,35.0
FOUR SEASONS EDR,FOUR SEASONS HOTEL,Restaurant,3960 S Las Vegas Blvd,Las Vegas,Nevada,89119-1046,37,107.0,90.0
"HABIT BURGER GRILL, THE","HABIT BURGER GRILL, THE",Restaurant,6482 N DECATUR H100A,North Las Vegas,Nevada,89131,22,33.0,61.0
THE GOURMET CAVE @ VIDA KITCHENS,THE GOURMET CAVE @ VIDA KITCHEN,Caterer,1370 W CHEYENNE,North Las Vegas,Nevada,89030,1,0.0,0.0
GRIND MODE ARCO SNACK BAR,GRIND MODE ARCO,Restaurant,2901 N Rancho Dr,Las Vegas,Nevada,89130,41,22.0,65.0
MITCH'S BAR & GRILL - SNACK BAR,MITCH'S BAR & GRILL,Snack Bar,3100 STATE ROUTE 168,Moapa,Nevada,89037,7,21.0,20.0
Panda Express #651,Panda Express,Restaurant,591 College Dr,Henderson,Nevada,89015-1543,25,36.0,60.0
China One Chinese Restaurant,China One Chinese Restaurant,Restaurant,7080 N Durango Dr,Las Vegas,Nevada,89149-4478,150,250.0,356.0
SUGARCANE - BAR,SUGARCANE RAW BAR AND GRILL @ GCS,Bar / Tavern,3377 S LAS VEGAS,Las Vegas,Nevada,89109,6,17.0,17.0
Fuddruckers,Fuddruckers,Restaurant,4195 S Grand Canyon Dr 101,Las Vegas,Nevada,89147-7170,41,52.0,111.0
Levy Restaurant @ LVMS F - 10,Levy Restaurants @ LVMS,Restaurant,7000 N Las Vegas Blvd,Las Vegas,Nevada,89115-1708,12,27.0,19.0
Joey's NY Pizza,Joey's NY Pizza,Restaurant,11165 S Eastern Ave,Henderson,Nevada,89052-4389,75,9.0,162.0
SUNSET STATION POOL PORTABLE UNIT,Sunset Station Hotel & Casino,Portable Unit,1301 W Sunset Rd,Henderson,Nevada,89014,6,17.0,11.0
ROCKSTAR SNOWCONES,ROCKSTAR SNOWCONES,Food Trucks / Mobile Vendor,50 AURA DE BLANCO 7204,Henderson,Nevada,89074,1,5.0,5.0
VENETIAN POOL SOUTH SERVICE BAR,VENETIAN HOTEL & CASINO,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,31,57.0,60.0
Sunset Station Salad Station,Sunset Station Hotel & Casino,Buffet,1301 W Sunset Rd,Henderson,Nevada,89014,15,27.0,35.0
FELIPE'S TACOS,FELIPES TACOS,Restaurant,1631 N DECATUR,Las Vegas,Nevada,89108,10,12.0,24.0
7-ELEVEN #36016 SNACK BAR,7-ELEVEN #36016,Snack Bar,6620 N 5TH,North Las Vegas,Nevada,89084,12,32.0,31.0
TACO BELL #31900,Taco Bell #31900,Restaurant,3260 N Durango Dr,Las Vegas,Nevada,89129-7279,2,0.0,0.0
NY NY STARBUCKS STRIP,NEW YORK NEW YORK HOTEL & CASINO,Restaurant,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,11,5.0,19.0
CAREFREE CATERING #2,JOSEPH'S COMMISSARY - Carefree Catering,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,1,3.0,3.0
BROADACRES - Rob's Chicken N Ribs,Broadacres Open Air Marketplace,Snack Bar,2930 N Las Vegas Blvd,North Las Vegas,Nevada,89030,25,0.0,33.0
ENCORE XS SERVICE BAR 4,ENCORE HOTEL & CASINO,Bar / Tavern,3121 S Las Vegas Blvd,Las Vegas,Nevada,89109-1967,11,0.0,13.0
"Cannon, Helen Jr High Kitchen","Cannon, Helen Jr Hi School",Institutional Food Service,5850 Euclid St,Las Vegas,Nevada,89120-2449,21,0.0,23.0
D AURE TACOS EL #1,D AURE TACOS EL #1,Portable Unit,2421 E STEWART Ave,Las Vegas,Nevada,89101,22,48.0,58.0
Einstein Brothers Bagels #1799,Einstein Brothers Bagels,Restaurant,9041 W Sahara Ave,Las Vegas,Nevada,89117-5745,30,81.0,63.0
Chicago Brewing Company Restaurant,Chicago Brewing Company,Restaurant,2201 S Fort Apache Rd,Las Vegas,Nevada,89117-5704,23,72.0,58.0
MGM BUFFET HOT LINE #2,MGM GRAND HOTEL & CASINO,Buffet,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,8,15.0,14.0
Villa Fresh Italian Kitchen,Villa Fresh Italian @ Fiesta Henderson,Restaurant,777 W Lake Mead Pkwy,Henderson,Nevada,89015-6601,87,69.0,201.0
Eureka Gregorys Steakhouse,EUREKA CASINO HOTEL,Restaurant,275 MESA,Mesquite,Nevada,89027,37,91.0,74.0
KITCHEN TABLE SQUARED SNACK BAR,KITCHEN TABLE SQUARED,Snack Bar,9275 W RUSSELL,Las Vegas,Nevada,89148,1,0.0,0.0
Panevino Restaurant,Panevino Restaurant,Restaurant,246 via Antonio Ave,Las Vegas,Nevada,89119-3527,35,53.0,63.0
24 LOUNGE,24 LOUNGE,Snack Bar,4825 W Flamingo Rd 14,Las Vegas,Nevada,89103,24,27.0,56.0
DOTTY'S #1 TAVERN,DOTTY'S #1,Bar / Tavern,1131 E Tropicana Ave,Las Vegas,Nevada,89119-6601,19,8.0,33.0
Dona Maria Summerlin,Dona Maria Summerlin,Restaurant,3205 N Tenaya Way,Las Vegas,Nevada,89129-6240,59,84.0,120.0
CHOCO KEBAB@ FANTASTIC SWAPMEET,CHOCO KEBAB @ FANTASTIC SWAPMEET,Portable Unit,1717 S DECATUR,Las Vegas,Nevada,89102,1,0.0,0.0
Putters Bar and Grill - Bar,Putters Bar and Grill,Bar / Tavern,4140 S Durango Dr,Las Vegas,Nevada,89147-8600,42,72.0,74.0
PIZZA ROCK - PREP / STORAGE / WAREWASH,PIZZA ROCK,Special Kitchen,2300 PASEO VERDE Pkwy,Henderson,Nevada,89052,18,32.0,34.0
LINQ PURPLE ZEBRA,LINQ HOTEL & CASINO,Restaurant,3535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,9,12.0,20.0
Pantry,Buffalo Bill's Resort & Casino,Pantry,31900 Las Vegas Blvd,Primm,Nevada,89019-7002,19,0.0,47.0
ARIA STARBUCKS FL 2,ARIA HOTEL & CASINO,Restaurant,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,14,40.0,17.0
RACHEL'S KITCHEN,RACHEL'S KITCHEN,Restaurant,1340 W WARM SPRINGS,Henderson,Nevada,89014,7,12.0,12.0
BLAZE FAST-FIRE'D PIZZA,BLAZE FAST-FIRE'D PIZZA,Restaurant,7160 N DURANGO 110,Las Vegas,Nevada,89149,3,3.0,3.0
Boulder Creek Grill - Golf Cart #2,Boulder Creek Grill,Self-Service Food Truck,1501 Veterans Memorial Dr,Boulder City,Nevada,89005-1928,9,3.0,3.0
Wendy's #7845,Wendy's #7845,Restaurant,9385 S Eastern Ave,Las Vegas,Nevada,89123-6837,32,36.0,60.0
BELLAGIO HARVEST DISH / BACK PREP,BELLAGIO HOTEL & CASINO,Special Kitchen,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,16,24.0,37.0
HARD ROCK SKY BAR,HARD ROCK HOTEL & CASINO,Bar / Tavern,4455 S Paradise Rd,Las Vegas,Nevada,89169-6574,22,24.0,37.0
ARAMARK AT PARK THEATER BALCONY BAR 2 (SEC 401-3),ARAMARK @ PARK THEATER MONTE CARLO RESORTS,Bar / Tavern,3770 S LAS VEGAS,Las Vegas,Nevada,89109,1,0.0,0.0
THOMAS & MACK #9 FAST BREAK,THOMAS AND MACK CENTER,Snack Bar,4505 MARYLAND Pkwy,Las Vegas,Nevada,89154,5,18.0,9.0
COOL INTENTIONS DIPPIN DOTS MOBILE,Cool Intentions,Food Trucks / Mobile Vendor,4500 W Tropicana Ave,Las Vegas,Nevada,89103-5420,5,0.0,6.0
TUSCANY GARDENS RESTAURANT,TUSCANY SUITES,Restaurant,255 E Flamingo Rd,Las Vegas,Nevada,89169-4708,41,36.0,85.0
JERSEY MIKE'S SUBS,JERSEY MIKE'S SUBS,Restaurant,55 N STEPHANIE 120,Henderson,Nevada,89014,3,6.0,6.0
Palms Pearl - Mezz Level - Box West (CV Bar 3),Palms Casino Resort,Bar / Tavern,4321 W Flamingo Rd,Las Vegas,Nevada,89103-3903,8,24.0,9.0
COSMO EAST TOWER GAMING SALOON BAR P71,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,1,0.0,0.0
MORDEO BOUTIQUE WINE BAR RESTAURANT,MORDEO BOUTIQUE WINE BAR,Restaurant,5420 W SPRING MOUNTAIN 108,Las Vegas,Nevada,89146,3,3.0,3.0
ARIA POOL SERVICE BAR 2,ARIA HOTEL & CASINO,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,28,27.0,32.0
WYNN FAIRWAY VILLA NORTH PANTRY,WYNN HOTEL & CASINO,Pantry,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,11,0.0,11.0
Albertsons #6012 STARBUCKS,Albertsons #6012,Restaurant,8350 W Cheyenne Ave,Las Vegas,Nevada,89129-8408,17,60.0,37.0
CENTERPLATE FREMONT GRILL NH,CENTERPLATE @ CONVENTION CENTER,Snack Bar,3150 PARADISE,Las Vegas,Nevada,89109,18,0.0,33.0
7-Eleven #16052 - Deli,7-Eleven Food Store #16052,Snack Bar,2919 S Nellis Blvd,Las Vegas,Nevada,89121-2021,23,27.0,71.0
7-Eleven #25899 - Deli,7-Eleven Food Store #25899,Snack Bar,7311 S Eastern Ave,Las Vegas,Nevada,89123-1513,14,54.0,38.0
EXCALIBUR EDR COOK LINE - DELETED,EXCALIBUR HOTEL & CASINO,Special Kitchen,3850 S Las Vegas Blvd,Las Vegas,Nevada,89109-4324,17,0.0,15.0
Crown Nightclub King's Room at the Crown Restaurant,CROWN NIGHTCLUB - RIO,Restaurant,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,6,30.0,12.0
PLANET HOLLYWOOD BAR  DELETE 11 28 12,PLANET HOLLYWOOD @ CAESARS,Bar / Tavern,3500 S Las Vegas Blvd G-25,Las Vegas,Nevada,89109-8900,4,6.0,4.0
McCarran Carry Out Carry On Cart,McCarran Host International,Food Trucks / Mobile Vendor,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,1,0.0,0.0
Port of Subs,Port of Subs,Restaurant,2642 W Horizon Ridge Pkwy,Henderson,Nevada,89052-2871,44,81.0,94.0
Le Cordon Bleu - Kitchen 1 - Deleted 2/27/17 CS,Le Cordon Bleu College of Culinary,Special Kitchen,1451 Center Crossing Rd,Las Vegas,Nevada,89144-7047,15,27.0,31.0
Mulligan's Landing Bar,Mulligans Landing Restaurant,Bar / Tavern,2851 N Rancho Dr,Las Vegas,Nevada,89130-3308,30,0.0,74.0
LINQ HOTEL ROOM SERVICE,LINQ HOTEL & CASINO,Restaurant,3535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,12,27.0,29.0
BILLS RACE & SPORTS LOUNGE,"CROMWELL LAS VEGAS, THE",Bar / Tavern,3595 S Las Vegas Blvd,Las Vegas,Nevada,89109-8918,15,40.0,38.0
XX - Sahara Burn Your Bra Bar DELETED,SLS LAS VEGAS,Bar / Tavern,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,4,20.0,19.0
Subway #48739,Subway #48739,Restaurant,6360 Simmons St,North Las Vegas,Nevada,89031-7277,2,10.0,12.0
XX_DELETED_Binion's Main Kitchen West,Binions Gambling Hall & Hotel,Special Kitchen,128 Fremont St,Las Vegas,Nevada,89101-5604,3,12.0,8.0
M & J MINI MART SNACK BAR,M & J MINI MARKET,Snack Bar,3151 Industrial Rd,Las Vegas,Nevada,89109-1114,25,0.0,48.0
Jamba Juice #0231 Catering,Jamba Juice,Caterer,1500 N Green Valley Pkwy,Henderson,Nevada,89074-6175,10,21.0,19.0
The 25 Bar & Grill - Bar,"25 Bar & Grill, The",Bar / Tavern,4531 N Las Vegas Blvd,Las Vegas,Nevada,89115-0558,18,21.0,33.0
PJ CLARKES SIDECAR BAR,PJ CLARKES LAS VEGAS @ CAESARS,Bar / Tavern,3500 S Las Vegas Blvd,Las Vegas,Nevada,89109-8900,6,15.0,13.0
Durango Market - Grocery Prep,Durango Market,Grocery Store Sampling,6955 N Durango Dr 1113,Las Vegas,Nevada,89149-4411,8,0.0,13.0
CAESARS MR CHOW WAREWASH,CAESARS PALACE HOTEL & CASINO,Special Kitchen,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,6,0.0,4.0
LYNYRD SKYNYRD BBQ FOOD LINE,EXCALIBUR - LYNYRD SKYNYRD BBQ & BEER,Special Kitchen,3850 S LAS VEGAS Blvd,Las Vegas,Nevada,89102,2,4.0,4.0
KAPPASTRAMI,"KAPPA, INC.",Restaurant,1955 S CASINO Dr 102,Laughlin,Nevada,89029,19,30.0,47.0
HARD ROCK SEASONAL REHAB 3 EAST POOL (4/1/13-12/1/13),HARD ROCK HOTEL & CASINO,Portable Unit,4455 S Paradise Rd,Las Vegas,Nevada,89169-6574,1,0.0,0.0
WYNN SEASONAL SUNSET GRILL (3/21/14 - 11/21/14),WYNN HOTEL & CASINO,Portable Unit,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,3,8.0,8.0
MONTE CARLO YUSHO RESTAURANT,MONTE CARLO HOTEL & CASINO,Restaurant,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,16,32.0,53.0
PHO RANCHO ASIAN CUISINE,PHO RANCHO ASIAN CUISINE,Restaurant,4335 N Rancho Dr 110,Las Vegas,Nevada,89130,29,0.0,50.0
