RestaurantName,LocationName,CategoryName,Address_x,City_x,State_x,Zip,Violations,CurrentDemerits,InspectionDemerits,CurrentScore,InspectionScore,CurrentGrade,InspectionGrade,BusinessId,Neighborhood,Address_y,City_y,State_y,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,241 N Nellis Blvd,Las Vegas,Nevada,89110.0,36,92.0,95.0,95.0,93.1818181818182,A,A,2nEhcvxBZk2W4x_fi0cYxw,Sunrise,4330 E Washington Ave,Las Vegas,NV,2.5,13,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,241 N Nellis Blvd,Las Vegas,Nevada,89110.0,36,92.0,95.0,95.0,93.1818181818182,A,A,Rgmy8WQEaBMCd4BMdl0SIQ,Sunrise,4330 E Washington Ave,Las Vegas,NV,2.0,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,0.0,1.0,1,0.0,Null,1.0,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,241 N Nellis Blvd,Las Vegas,Nevada,89110.0,36,92.0,95.0,95.0,93.1818181818182,A,A,LA9j7bDQLkDmLspdHwL3Bg,Sunrise,"241 N Nellis Blvd, Ste 101",Las Vegas,NV,4.0,16,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Mix Zone Cafe,MIX ZONE CAFE,Restaurant,2202 W CHARLESTON,Las Vegas,Nevada,89102.0,68,120.0,143.0,95.0,86.0,A,B,oYWixgv1kiPV1j02TYzaPA,Downtown,"2202 W Charleston Blvd, Ste 5",Las Vegas,NV,3.0,97,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,1.0,1.0
Dee's Donuts,Dee's Donuts,Restaurant,8680 W Warm Springs Rd,Las Vegas,Nevada,89148.0,23,45.0,48.0,95.0,95.0,A,A,mVIU34pAjLCmRpftGPaH1A,Southwest,8680 W Warm Springs Rd,Las Vegas,NV,4.0,32,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,Null
Project Cupcake,Project Cupcake,Restaurant,9255 S Eastern Ave,Las Vegas,Nevada,89123.0,1,8.0,8.0,95.0,95.0,A,A,3AEWSso6YdRb00SICNKn7Q,Southeast,"9255 S Eastern Ave, Ste 310-2",Las Vegas,NV,4.0,33,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,Null
Tacos Los Toritos,Tacos Los Toritos,Restaurant,861 N Nellis Blvd 8,Las Vegas,Nevada,89110.0,64,263.0,129.0,86.1764705882353,92.05882352941177,B,A,nGjqCFbLPeBJe55Mx-nIEw,Sunrise,861 N Nellis Blvd,Las Vegas,NV,4.5,44,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Tony's Mexican Food,Tony's Mexican Food,Restaurant,5752 S Fort Apache Rd,Las Vegas,Nevada,89148.0,82,126.0,166.0,95.0,92.22222222222223,A,A,ru35Z92NtGynsmw0iZDarQ,Spring Valley,"5752 S Ft Apache Rd, Ste 100",Las Vegas,NV,3.5,141,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Mangos,Restaurant,6650 Vegas Dr,Las Vegas,Nevada,89108.0,56,121.0,134.0,95.0,88.52941176470587,A,B,ygW1BY7co1ioTKmeWzJt-Q,,3085 N Rainbow Blvd,Las Vegas,NV,4.0,5,Null,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,Null
Roberto's Taco Shop,Mangos,Restaurant,6650 Vegas Dr,Las Vegas,Nevada,89108.0,56,121.0,134.0,95.0,88.52941176470587,A,B,RZGxU6bCoqgbi7xVB_UckQ,,6650 Vegas Dr,Las Vegas,NV,3.0,53,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Rachel's Kitchen,RACHEL'S KITCHEN,Restaurant,3330 S HUALAPAI,Las Vegas,Nevada,89117.0,79,84.0,137.0,95.0,93.0,A,A,Qy_tDaVTWlS14fEglzo1Tg,South Summerlin,3330 S Hualapai Way,Las Vegas,NV,4.0,375,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,1.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,1.0
Smoothie King,SMOOTHIE KING,Restaurant,8000 W Sahara 190,Las Vegas,Nevada,89117.0,20,69.0,37.0,95.0,95.0,A,A,AeOHcC1tKrogRUfKJ8OCqg,Westside,8000 W Sahara Ave,Las Vegas,NV,3.5,40,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,1.0
Irene's Gaming Lounge,Irene's Gaming Lounge,Bar / Tavern,6125 W Tropicana Ave H,Las Vegas,Nevada,89103.0,32,39.0,72.0,95.0,94.16666666666669,A,A,l3oWxCf7Y-X-fgAxNVR7-A,,6125 W Tropicana Ave,Las Vegas,NV,2.5,8,Null,Null,2.0,0.0,Null,Null,2.0,1.0,Null,1.0,1.0,Null,0.0,0.0,Null,Null,Null,Null,0.0,0.0,Null,Null,1.0,1.0,1.0,1.0,Null,0.0,0.0,Null,0.0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0
TANGTANGTANG 2,TANG TANG TANG 2,Restaurant,8635 S RAINBOW,Las Vegas,Nevada,89139.0,1,5.0,5.0,95.0,95.0,A,A,y2plF1wqtEiOdzArakENfg,Southwest,"8635 S Rainbow Blvd, Ste 110",Las Vegas,NV,4.5,6,Null,Null,Null,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,0.0,Null,Null,1.0,Null,Null,Null,0.0,Null,Null,Null,0.0,Null,Null,0.0,1.0,1,1.0,1.0,1.0,Null,1.0,0.0
Kan Pai Sushi,Kan Pai Sushi,Restaurant,8125 W Sahara Ave 300,Las Vegas,Nevada,89117.0,33,60.0,105.0,95.0,86.66666666666669,A,B,gqqHdBJqOVHDMy3jAdSkmw,Westside,8125 W Sahara Ave,Las Vegas,NV,4.0,22,Null,Null,2.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,2,Null,1.0,1.0,Null,1.0,Null
JACK IN THE BOX,JACK IN THE BOX,Restaurant,8221 S FORT APACHE,Las Vegas,Nevada,89178.0,7,12.0,12.0,95.0,95.0,A,A,vWcDq3HDcN8PsoErage4jA,Southwest,8221 S Fort Apache Rd,Las Vegas,NV,2.5,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Felipito's Mexican Food,FELIPITO'S MEXICAN FOOD,Restaurant,5095 S Decatur Blvd,Las Vegas,Nevada,89118.0,142,6.0,285.0,95.0,84.34782608695652,A,B,G8LBVca1vOBKYeMCMpajGA,,5095 S Decatur Blvd,Las Vegas,NV,3.5,71,Null,Null,0.0,2.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,4.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Sushi Factory,Sushi Factory,Restaurant,6120 W Tropicana Ave A-11,Las Vegas,Nevada,89103.0,32,100.0,105.0,95.0,89.0,A,B,YnrJNjZsLIhvldYHtkxKrA,,"6120 W Tropicana Ave, Ste A11",Las Vegas,NV,3.0,93,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Carmine's Pizza Kitchen,Carmines Pizza Kitchen,Restaurant,2211 S Maryland Pkwy,Las Vegas,Nevada,89104.0,50,50.0,105.0,95.0,91.0,A,A,AQKOuwrOCacAhd-jfFMABA,Downtown,2211 Maryland Pkwy,Las Vegas,NV,2.5,19,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,Null,1.0,1.0,Null,Null,0.0
Baja California Restaurant & Cantina,Baja California Restaurant & Cantina,Restaurant,1050 S Rampart Blvd,Las Vegas,Nevada,89145.0,7,21.0,21.0,95.0,95.0,A,A,8pLlsYgvrC5SJL1Con8FYw,Westside,1050 S Rampart Blvd,Las Vegas,NV,3.5,26,Null,Null,2.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,Null,Null,Null,Null
Red Ribbon Bakeshop,RED RIBBON - SEAFOOD CITY SUPERMARKET,Snack Bar,3890 S Maryland Pkwy,Las Vegas,Nevada,89119.0,24,3.0,44.0,95.0,95.0,A,A,9GPTELAPPpT5vUxad9AoCw,Eastside,3890 S Maryland Pkwy,Las Vegas,NV,4.0,47,Null,Null,0.0,2.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,1.0
Vit's Pizza,Vit's Pizza,Restaurant,3390 Novat St,Las Vegas,Nevada,89129.0,30,72.0,60.0,95.0,95.0,A,A,JCiglfoF09JqfR_gn6XYcA,Northwest,"3390 Novat St, Ste 120",Las Vegas,NV,2.5,18,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,Null,Null
Yogurtland,Yogurtland,Restaurant,6587 S Las Vegas Blvd B188,Las Vegas,Nevada,89119.0,34,8.0,65.0,95.0,93.33333333333331,A,A,8eSmXnZG0N1GRsqiFeU9uA,Southeast,6587 Las Vegas Blvd,Las Vegas,NV,4.0,150,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,4.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,1.0
Grouchy John's Coffee,Grouchy John's Coffee Mobile,Restaurant,8520 S Maryland Pkwy,Las Vegas,Nevada,89123.0,18,24.0,30.0,95.0,95.0,A,A,ybHlmdUHLPKfv85bRK4Wtw,Southeast,"8520 S Maryland Pkwy, Ste 100",Las Vegas,NV,4.5,1014,Null,Null,0.0,3.0,Null,Null,Null,1.0,0.0,1.0,1.0,0.0,1.0,Null,Null,Null,1.0,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,1.0
Dee's Donuts,Dee's Donuts,Restaurant,4135 S Buffalo Dr B102,Las Vegas,Nevada,89147.0,39,21.0,76.0,95.0,90.71428571428572,A,A,r-KT6NlBbfxR_L3t98qiDQ,Spring Valley,4135 S Buffalo Dr,Las Vegas,NV,4.0,14,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,Null
Diamond Chinese Restaurant,Sonny's Saloon - Diamond Chinese,Restaurant,3449 Industrial Rd,Las Vegas,Nevada,89109.0,132,57.0,232.0,95.0,89.70588235294117,A,B,iRFaq249LVEFGeXLzPULnQ,,3449 Industrial Rd,Las Vegas,NV,4.0,124,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Blue Diamond Saloon,Blue Diamond Saloon,Bar / Tavern,6935 Blue Diamond Rd,Las Vegas,Nevada,89178.0,21,54.0,45.0,95.0,95.0,A,A,X6TD8xLS_KMneyOGquOSVQ,Southwest,6935 Blue Diamond Rd,Las Vegas,NV,3.5,30,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,1.0,1.0,1.0,1.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,1.0,Null,Null
Joe's New York Pizza,JOE'S NEW YORK PIZZA,Restaurant,7580 Las Vegas Blvd,Las Vegas,Nevada,89123.0,25,13.0,53.0,95.0,95.0,A,A,64o_nYvzIKwHFOSYSEm-qw,Southeast,7580 Las Vegas Blvd S,Las Vegas,NV,3.5,279,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Farmer Boys,Farmer Boys,Restaurant,5847 S Decatur Blvd,Las Vegas,Nevada,89118.0,25,88.0,64.0,95.0,86.36363636363636,A,B,tXqaK0lBEE1XJbzDPsdFvg,Spring Valley,5847 S Decatur Blvd,Las Vegas,NV,3.5,253,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,1.0
Farmer Boys,Farmer Boys,Restaurant,5847 S Decatur Blvd,Las Vegas,Nevada,89118.0,25,88.0,64.0,95.0,86.36363636363636,A,B,2HxaDXZmAOH6LiuzGgNdPA,Spring Valley,7010 S Rainbow Blvd,Las Vegas,NV,3.0,196,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,1.0
Viet Bistro,Viet Bistro,Restaurant,7175 W Lake Mead Blvd 125,Las Vegas,Nevada,89128.0,70,88.0,133.0,95.0,91.15384615384615,A,A,5T0h9YCsXiDZyBsVIN9gcg,,7175 W Lake Mead Blvd,Las Vegas,NV,3.5,343,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Bangkok 9,Bangkok 9,Restaurant,3175 N Rainbow Blvd,Las Vegas,Nevada,89108.0,34,18.0,119.0,95.0,78.8888888888889,A,C,fDpiXePaeKqbOfoxXxUKyw,Northwest,3175 N Rainbow Blvd,Las Vegas,NV,2.5,13,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,Null,1.0,1.0,Null,Null,Null
Indian Curry Bowl,Indian Curry Bowl,Restaurant,5643 Centennial Center Blvd,Las Vegas,Nevada,89149.0,6,24.0,18.0,95.0,95.0,A,A,zd4UKCoCc6P1305dummwyQ,Northwest,5643 Centennial Center Blvd,Las Vegas,NV,3.0,43,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Yunnan Garden,CTR@SPR MTN-Yunnan Garden,Restaurant,3940 Schiff Dr,Las Vegas,Nevada,89103.0,104,160.0,305.0,95.0,88.0,A,B,dVhGY-mNwTWQzK01Zxuclw,Chinatown,3934 Schiff Dr,Las Vegas,NV,3.5,291,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Ramen Sora,Ramen Sora,Restaurant,4490 Spring Mountain Rd,Las Vegas,Nevada,89102.0,135,86.0,268.0,95.0,89.76190476190477,A,B,4k3RlMAMd46DZ_JyZU0lMg,Chinatown,4490 Spring Mountain Rd,Las Vegas,NV,4.0,1291,Null,Null,1.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Mad Hatter Cupcakes,Mad Hatter Cupcakes,Restaurant,4195 S Grand Canyon Dr,Las Vegas,Nevada,89147.0,24,91.0,30.0,95.0,94.16666666666669,A,A,U_svUGP1XhMTC0_GTZXpGA,Spring Valley,"4195 S Grand Canyon Pkwy, Ste 105",Las Vegas,NV,4.0,220,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,2,Null,Null,1.0,Null,1.0,Null
Playas De Cancun,Playas De Cancun,Restaurant,3513 E Charleston Blvd,Las Vegas,Nevada,89104.0,142,36.0,319.0,94.58333333333331,88.75,A,B,lmNpuLiA6Jtn3lL2Ec43Qw,Downtown,3513 E Charleston St,Las Vegas,NV,3.5,13,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,0.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,Null,1.0,Null,Null,1.0
Bentley's Coffee,Bentleys Coffee,Restaurant,1501 W Charleston Blvd,Las Vegas,Nevada,89102.0,14,60.0,40.0,85.0,91.66666666666669,B,A,ezuzSOrWu3KhFKTtVAMWlQ,Downtown,1501 W Charleston Blvd,Las Vegas,NV,4.5,19,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,0.0
Aloha Island Grill,Aloha Island Grill,Restaurant,2267 N Rampart Blvd,Las Vegas,Nevada,89128.0,5,10.0,10.0,95.0,95.0,A,A,0IbboCQAEQlROAv5PKKO_Q,Summerlin,2267 N Rampart Blvd,Las Vegas,NV,4.5,17,Null,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,Null
Mandarin Express,Mandarin Express,Restaurant,7720 S Jones Blvd,Las Vegas,Nevada,89139.0,22,8.0,44.0,95.0,90.0,A,A,oQwadWTYQWahuj9N-68yPA,Southwest,7720 S Jones Blvd,Las Vegas,NV,4.0,7,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,1,Null,Null,1.0,Null,Null,Null
Maru Korean BBQ & Sushi,Maru Korean BBQ & Sushi,Restaurant,2025 Village Center Cir,Las Vegas,Nevada,89134.0,20,0.0,44.0,95.0,93.33333333333331,A,A,MQiNywdecInMlkW06WYaCg,Summerlin,2025 Village Center Cir,Las Vegas,NV,3.5,73,Null,Null,2.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Moxie Java,Moxie Java,Restaurant,321 S Casino Center Blvd,Las Vegas,Nevada,89101.0,3,8.0,8.0,95.0,95.0,A,A,BthL-DpmauWs0-tDewBWug,Downtown,"321 Casino Center Blvd, Ste 120",Las Vegas,NV,4.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,1.0
Sushi House Goyemon,Sushi House Goyemon,Restaurant,5255 S Decatur Blvd,Las Vegas,Nevada,89118.0,96,66.0,231.0,95.0,88.33333333333331,A,B,JyxHvtj-syke7m9rbza7mA,,"5255 S Decatur Blvd, Ste 118-119",Las Vegas,NV,3.5,1750,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,Null,0.0
Pizza My Dear,Pizza My Dear,Restaurant,1725 E Warm Springs Rd,Las Vegas,Nevada,89119.0,37,86.0,80.0,95.0,95.0,A,A,GxfgOFgUhv2rfr3FXVWfCg,Southeast,"1725 E Warm Springs Rd, Ste 9",Las Vegas,NV,4.0,194,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,11350 Southern Highlands Pkwy,Las Vegas,Nevada,89141.0,67,133.0,146.0,95.0,91.66666666666669,A,A,Asy49gKgikq_NkYsC_7c0Q,Southwest,11350 Southern Highlands Pkwy,Las Vegas,NV,2.5,107,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,0.0,0.0
Torrey Pines Pub,Torrey Pines Pub,Bar / Tavern,6374 W Lake Mead Blvd,Las Vegas,Nevada,89108.0,25,57.0,43.0,95.0,95.0,A,A,fzpnaYOqBDjKnnAgFcgR8A,,6374 W Lake Mead Blvd,Las Vegas,NV,4.5,44,Null,Null,2.0,0.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,1.0,0.0,Null,Null,0.0,Null,0.0,0.0,3.0,Null,1.0,1.0,0.0,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0
Thai Taste,Thai Taste,Restaurant,240 S Rainbow Blvd,Las Vegas,Nevada,89145.0,44,30.0,70.0,95.0,94.16666666666669,A,A,1nM-ES-xVqL0yQGTCwtd-Q,Westside,240 S Rainbow Blvd,Las Vegas,NV,3.5,59,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,1.0,1.0,1.0,Null,1.0,0.0
Woo Che,Woo Che,Restaurant,4711 Spring Mountain Rd,Las Vegas,Nevada,89102.0,46,14.0,106.0,95.0,87.85714285714286,A,B,07gh-AImcEcWQ2bew-jprg,Chinatown,4711 Spring Mountain Rd,Las Vegas,NV,3.5,103,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,0.0,Null,1.0,0.0
Jimmy's NYC Pizzeria,Jimmy's NYC Pizzeria,Restaurant,8505 S Eastern Ave 103,Las Vegas,Nevada,89123.0,14,8.0,41.0,95.0,92.5,A,A,n0yMrpye4tLpmaTSzXRGuw,Southeast,"8505 S Eastern Ave, Ste 103",Las Vegas,NV,3.5,10,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,1.0,1.0
