RestaurantName,LocationName,CategoryName,Address,City,State,Zip,CurrentGrade
MGM MANSION POOL PANTRY GROUND LEVEL,MGM GRAND HOTEL & CASINO,Pantry,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,A
MGM STARS DISHWASH,MGM GRAND HOTEL & CASINO,Special Kitchen,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,A
MON AMI GABI POT WASH / PREP,MON AMI GABI @ PARIS,Special Kitchen,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,A
ORLEANS BUFFET DESERTS STATION,Orleans Hotel and Casino,Buffet,4500 W Tropicana Ave,Las Vegas,Nevada,89103-5420,A
OUMI SUSHI AT SPROUTS 503,OUMI SUSHI AT SPROUTS 503,Snack Bar,635 S GREEN VALLEY PARKWAY,Henderson,Nevada,89052,A
Old Town Saloon - Restaurant,"R B Properties, Inc.",Restaurant,2850 S Casino Dr,Laughlin,Nevada,89029-1526,A
PAHRUMP VALLEY ROASTERS COFFEE & TEA OUTLET,PAHRUMP VALLEY ROASTERS COFFEE& TEA OUTLET,Restaurant,3131 W CRAIG,North Las Vegas,Nevada,89032,A
PBR ROCK HOUSE RESTAURANT,PBR ROCK HOUSE @ MIRACLE MILE,Restaurant,3663 S Las Vegas Blvd 730,Las Vegas,Nevada,89109-1920,A
PIZZA GRILL,PIZZA GRILL,Restaurant,5625 S Rainbow Blvd E,Las Vegas,Nevada,89118,A
PIZZA HUT @ CASINO ROYALE,PIZZA HUT @ CASINO ROYALE,Restaurant,3411 S Las Vegas Blvd,Las Vegas,Nevada,89109-8955,A
PLANET HOLLYWOOD SERVICE BAR,PLANET HOLLYWOOD @ CAESARS,Bar / Tavern,3500 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,A
PONY EXPRESS COFFEE BAR,"PONY EXPRESS, THE",Snack Bar,3745 S LAS VEGAS,Las Vegas,Nevada,89109,A
PT'S Pub Bar,PT'S Pub #532,Bar / Tavern,2135 E Centennial Pkwy,North Las Vegas,Nevada,89081-5600,A
Panda Express #582,Panda Express,Restaurant,3840 E Sunset Rd,Las Vegas,Nevada,89120-3920,A
Panevino Service Bar,Panevino Restaurant,Bar / Tavern,246 via Antonio Ave,Las Vegas,Nevada,89119-3527,A
Pho Little Saigon - REVOKED CC,Pho Little Saigon,Restaurant,3775 Spring Mountain Rd -306,Las Vegas,Nevada,89102-8666,X
Port of Subs #104,McCarran Marketplace - Port of Sub,Restaurant,5715 S Eastern Ave 102,Las Vegas,Nevada,89119-3008,A
RIRA IRISH PUB THEATER BAR,RIRA IRISH PUB @ MANDALAY BAY,Bar / Tavern,3930 S Las Vegas Blvd &129,Las Vegas,Nevada,89119-1010,A
RUSH HOUR GRILL,Rush Hour Bar & Grill,Restaurant,3985 E Sunset Rd,Las Vegas,Nevada,89120-3926,A
Rio Portable Bars - Service Area,Rio Suites Hotel,Portable Bar,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
Rocky Mountain Chocolate Fac - Retail Sal,Rocky Mountain Chocolate Factory,Confection,20 via Bel Canto,Henderson,Nevada,89011-3615,A
S & L ITALIAN ICE,S & L ITALIAN ICE - FANTASTIC INDOOR SWAPMEET,Portable Unit,1717 S Decatur Blvd K-03,Las Vegas,Nevada,89102-8598,A
SALUD MEXICAN BISTRO & TEQUILERIA,SALUD MEXICAN BISTRO & TEQUILERIA,Restaurant,8125 W SAHARA 110,Las Vegas,Nevada,89117,A
SAMURAI SAM'S TERIYAKI GRILL,SAMURAI SAMS TERIYAKI GRILL,Restaurant,10075 S Eastern Ave #116,Henderson,Nevada,89052-3974,A
SAV A LOT FOOD STORES - PRODUCE,SAV A LOT FOOD STORES,Produce Market,4440 E CHARLESTON,Las Vegas,Nevada,89104,A
SENOR POLLO RESTAURANT,SENOR POLLO RESTAURANT,Restaurant,2500 E CHEYENNE,North Las Vegas,Nevada,89030,A
SHAPE UP VEGAS,SHAPE UP VEGAS,Snack Bar,3248 CIVIC CENTER,North Las Vegas,Nevada,89030,A
SIMPLY PURE CATERING,SIMPLY PURE BY CHEF STACEY DOUGAN,Caterer,707 FREMONT #1310,Las Vegas,Nevada,89101,A
SINALOA TACOS PORTABLE UNIT,SINALOA TACOS,Portable Unit,1591 N DECATUR Blvd,Las Vegas,Nevada,89108,A
SIP N' SAVOR BAR,SIP N' SAVOR,Bar / Tavern,455 E HARMON,Las Vegas,Nevada,89169,A
SLS EDR SERVERY- BEVERAGE,SLS LAS VEGAS,Restaurant,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,A
SPEEDEE MART #124 SNACK BAR,SPEEDEE MART #124,Snack Bar,3470 VOLUNTEER Blvd,Henderson,Nevada,89044,A
SUGARCANE - WAREWASH & STORAGE,SUGARCANE RAW BAR AND GRILL @ GCS,Special Kitchen,3377 S LAS VEGAS,Las Vegas,Nevada,89109,A
"Sewell, C T Elementary School Kitchen","Sewell, C T Elementary School",Elementary School Kitchen,700 E Lake Mead Pkwy,Henderson,Nevada,89015-5542,A
Silverton Casino Twin Creeks Steakhouse,SILVERTON HOTEL & CASINO AND HYATT PLACE,Restaurant,3333 Blue Diamond Rd,Las Vegas,Nevada,89139-7888,A
Sonic Drive In #3,Sonic Drive In #3,Restaurant,377 N Nellis Blvd,Las Vegas,Nevada,89110-5323,A
South Point Showroom Bar #2 South,South Point Hotel & Casino,Bar / Tavern,9777 Las Vegas Blvd,Las Vegas,Nevada,89183-4013,A
Southwest Diner,Southwest Diner,Restaurant,761 Nevada Hwy,Boulder City,Nevada,89005-2335,A
TACOS GUERRERO MICHOACAN,TACOS GUERRERO MICHOACAN,Portable Unit,3215 S LAMB,Las Vegas,Nevada,89121,A
TACOS MEXICO,TACOS MEXICO,Restaurant,3820 W SAHARA,Las Vegas,Nevada,89102,A
TERIYAKI MADNESS BLUE DIAMOND,TERIYAKI MADNESS,Restaurant,4870 BLUE DIAMOND,Las Vegas,Nevada,89139,A
TMA - UC40 UP CON BAR,LEVY @ T-MOBILE ARENA,Bar / Tavern,3780 S LAS VEGAS,Las Vegas,Nevada,89158,A
TOP GOLF LIQUOR STORAGE - LEVEL 2,TOP GOLF,Pantry,4627 KOVAL Ln,Las Vegas,Nevada,89109,A
TROPICANA BANQUET DISHROOM,TROPICANA LAS VEGAS HOTEL & CASINO,Special Kitchen,3801 S Las Vegas Blvd,Las Vegas,Nevada,89109-4325,A
TRUMP BANQUET BARS,TRUMP INTL HOTEL & TOWER,Portable Bar,2000 N Fashion Show Dr,Las Vegas,Nevada,89109-1936,A
Taco Bell #21,Taco Bell,Restaurant,3264 S Nellis Blvd,Las Vegas,Nevada,89121-2012,O
Taco Bell #31883,Taco Bell #31883,Restaurant,1600 Nevada Hwy,Boulder City,Nevada,89005-1903,A
Umberto's @ Las Vegas Outlet Center,Umberto's #937 @ LV Outlet Center,Restaurant,7400 Las Vegas Blvd S F30,Las Vegas,Nevada,89123-1000,B
VDARA POOL CAFE,VDARA,Snack Bar,2600 W Harmon Ave,Las Vegas,Nevada,89158-4538,A
VENETIAN COFFEE BREAK PREP 2,Venetian Hotel & Casino,Pantry,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
WESTGATE SEASONAL CLUB OASIS (9/7/12-5/7/13),WESTGATE HOTEL AND CASINO,Portable Unit,3000 S Paradise Rd,Las Vegas,Nevada,89109-1287,A
WHITNEY MESA BMX,WHITNEY MESA BMX,Concessions,1575 GALLERIA Dr,Henderson,Nevada,89014,A
WYNN DIM SUM PREP,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,A
Wetzel's Pretzels,Wetzels Pretzels @ LV OUTLET CENTER,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123-1000,A
Winchell's Pub,Winchell's Pub & Grill,Bar / Tavern,5445 Simmons St,North Las Vegas,Nevada,89031-3567,A
XX - Sahara Main Kitchen DELETED,SLS LAS VEGAS,Special Kitchen,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,A
4 Kaz Snooker Club & Bar,4 Kaz Snooker Club & Bar,Bar / Tavern,5115 W Spring Mountain 123,Las Vegas,Nevada,89102,A
7-ELEVEN #33993 - SNACK BAR,7-ELEVEN #33993,Snack Bar,8180 BLUE DIAMOND Rd,Las Vegas,Nevada,89113,A
7-Eleven #20855 - Deli,7-Eleven Food Store #20855,Snack Bar,2510 S Rainbow Blvd,Las Vegas,Nevada,89146-5145,B
7-Eleven #29644 - Deli,7-Eleven Food Store #29644,Snack Bar,2716 E Lake Mead Blvd,North Las Vegas,Nevada,89030-6515,A
A-1 Mobile Catering #9,A-1 Mobile Catering,Food Trucks / Mobile Vendor,5560 E Lake Mead Blvd,Las Vegas,Nevada,89156-6821,A
ALBERTSONS #6043 - FISH,ALBERTSONS #6043,Meat/Poultry/Seafood,2851 N Green Valley Pkwy,Henderson,Nevada,89014-0402,A
ARA TPA STAND 105,ARAMARK @ MIRACLE MILE,Portable Unit,3663 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,A
ARIA CHOCOLATE PRODUCTION,ARIA HOTEL & CASINO,Pantry,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA JEWEL KITCHEN,CITY CENTER HOTELS,Restaurant,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
BAMBU DESSERTS & SNACKS,BAMBU DESSERTS & SNACKS,Restaurant,4810 W SPRING MOUNTAIN Rd B,Las Vegas,Nevada,89102,A
BELLAGIO DISHROOM 1,BELLAGIO RESORT AND CASINO,Special Kitchen,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BELLAGIO TOWER PANTRY 5 DA VINCI,BELLAGIO HOTEL & CASINO,Pantry,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BIG ERN'S BBQ SEASONAL (5/16/14 - 1/16/15),BIG ERN'S BBQ SEASONAL,Portable Unit,707 FREMONT,Las Vegas,Nevada,89101,A
BONCHON CHICKEN,BONCHON CHICKEN,Restaurant,6455 S RAINBOW 101,Las Vegas,Nevada,89118,A
BREAKFAST & GRILL CAFE,BREAKFAST & GRILL CAFE,Restaurant,4550 S MARYLAND Pkwy,Las Vegas,Nevada,89119,A
BROADACRES - ROB'S HOT DOG 'N SODA STAND,Broadacres Open Air Marketplace,Restaurant,2930 N Las Vegas Blvd,North Las Vegas,Nevada,89030,A
BROOKLYN BOWL FL 2 EDR,BROOKLYN BOWL LAS VEGAS @ LINQ,Restaurant,3545 S LAS VEGAS Blvd 22,Las Vegas,Nevada,89109,A
BUFFET @ ASIA,BUFFET @ ASIA,Restaurant,151 N NELLIS Blvd,Las Vegas,Nevada,89115,A
Bar & Bistro @ the Arts Factory #1,Bar & Bistro @ the Arts Factory,Portable Unit,107 E Charleston Blvd,Las Vegas,Nevada,89104-1060,A
Best Billiards Bar,Best Billiards,Bar / Tavern,3740 E Flamingo Rd,Las Vegas,Nevada,89121-4921,A
Big Burgers #2,"BIG BURGERS, INC",Restaurant,8450 Westcliff,Las Vegas,Nevada,89102,A
Bishop Gorman High School / Concession Visitor Ft,Bishop Gorman High School,Concessions,5959 S Hualapai Way,Las Vegas,Nevada,89148-5586,A
CARMINES DISHROOM/POTWASH,CARMINES @ CAESARS,Special Kitchen,3500 S LAS VEGAS Blvd 632A,Las Vegas,Nevada,89101,A
CASA GRILL & BAR,CASA GRILL & BAR @ BOULEVARD MALL,Bar / Tavern,3528 MARYLAND Pkwy 100,Las Vegas,Nevada,89169,A
CB LOADING DOCK GRILLE REST,Colorado Belle Hotel & Casino,Restaurant,2100 S Casino Dr,Laughlin,Nevada,89029,A
CENTERPLATE ACES GOURMET GRILL S1,CENTERPLATE @ CONVENTION CENTER,Special Kitchen,3150 PARADISE,Las Vegas,Nevada,89109,A
CENTERPLATE BUTCHER'S BLOCK PANTRY S4,CENTERPLATE @ CONVENTION CENTER,Pantry,3150 PARADISE,Las Vegas,Nevada,89109,A
CENTERPLATE BUTCHER'S BLOCK PANTRY S4,CENTERPLATE @ LVCC,Pantry,3150 PARADISE Rd,Las Vegas,Nevada,89109,A
CHUPYS MEXICAN RESTAURANT,CHUPYS MEXICAN RESTAURANT,Restaurant,5795 W TROPICANA,Las Vegas,Nevada,89103,A
CIRCUS BLUE IGUANA,CIRCUS CIRCUS CASINO,Restaurant,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,A
COSMO BLVD NORTH POOL BAR P4,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
COSMO EC WEST VIP BAR P4,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
COSMO POOL EVENT STAGING P5,COSMOPOLITAN RESORT & CASINO,Pantry,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
CSN BAKERY KITCHEN,CSN CHEYENNE CAMPUS,Kitchen Bakery,3200 E CHEYENNE Ave,North Las Vegas,Nevada,89030,A
"CUP, THE","CUP, THE @ CRYSTALS",Restaurant,3720 S Las Vegas Blvd,Las Vegas,Nevada,89158-1644,A
Calico Jack's Restaurant,Calico Jack's Saloon,Restaurant,8200 W Charleston Blvd,Las Vegas,Nevada,89117-1219,A
DAVE & BUSTER'S BAR,DAVE & BUSTER'S @ SHOPS AT SUMMERLIN,Bar / Tavern,2130 PARK CENTER Dr,Las Vegas,Nevada,89135,A
DB'S PONG & POOL SPECIAL KIT DOWNSTAIRS,DB'S PONG AND POOL @ MIRACLE MILE,Special Kitchen,3663 S LAS VEGAS Blvd 570,Las Vegas,Nevada,89109,A
DOTTY'S #6 RESTAURANT,Dottys #6,Restaurant,4350 N Las Vegas Blvd,Las Vegas,Nevada,89115-0513,A
DRAIS SERVICE BAR KITCHEN FL 10,CROMWELL - DRAIS NIGHTCLUB,Bar / Tavern,3595 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,A
Desert Rose Main Training Kitchen,Desert Rose,Special Kitchen,444 W Brooks Ave,North Las Vegas,Nevada,89030-3904,A
Detroit Coney Island,Detroit Coney Island,Restaurant,1114 S Rainbow Blvd,Las Vegas,Nevada,89146-1099,A
Divebar - Bar,Divebar Restaurant and Bar,Bar / Tavern,3035 E Tropicana Ave,Las Vegas,Nevada,89121-7300,A
EAGLES NEST SNACK BAR/DMV,EAGLES NEST SNACK BAR/DMV,Snack Bar,8250 W FLAMINGO,Las Vegas,Nevada,89147,A
Energy Zone,LV Outlet Center - Energy Zone,Restaurant,7400 Las Vegas Blvd S,Las Vegas,Nevada,89123-1000,A
Erin's the Grille Next Door,Erin's the Grille Next Door,Restaurant,2333 N Jones Blvd 112,Las Vegas,Nevada,89108,A
Expres Pizza,EXPRES PIZZA @ BOUNTY HUNTER,Restaurant,415 E Windmill Ln,Las Vegas,Nevada,89123-1808,B
FLAMINGO PAVILION POOL BAR,FLAMINGO LV HOTEL & CASINO,Bar / Tavern,3555 S Las Vegas Blvd,Las Vegas,Nevada,89109-8901,A
FUZZY'S TACO SHOP RESTAURANT,FUZZY'S TACO SHOP,Restaurant,7080 S RAINBOW,Las Vegas,Nevada,89119,A
Five Guys Burgers and Fries,FIVE GUYS BURGERS & FRIES #1426,Restaurant,7580 S Las Vegas 120,Las Vegas,Nevada,89123,A
Grand China #6,Grand China #6,Restaurant,7250 S Durango Dr,Las Vegas,Nevada,89113-2241,C
HARRAHS BANQUET STAGING,HARRAHS LV HOTEL & CASINO,Banquet Kitchen,3475 S Las Vegas Blvd,Las Vegas,Nevada,89109-8922,A
HASH HOUSE A GO GO - PREP KITCHEN,HASH HOUSE A GO GO @ PLAZA,Special Kitchen,1 S Main St,Las Vegas,Nevada,89101,A
HGV @ LV STRIP PORTABLE UNIT,HILTON GRAND VACATIONS @ LV STRIP,Portable Unit,2650 S Las Vegas Blvd,Las Vegas,Nevada,89109-1152,A
Hill and Dale Child Dev Kitchen,Hill and Dale Child Devel Center,Childcare Kitchens,3720 E Tropicana Ave,Las Vegas,Nevada,89121-7337,A
I LUV COTTON CANDY MOBILE,I LUV COTTON CANDY MOBILE @ 4D,Food Trucks / Mobile Vendor,8609 W SAHARA Ave,Las Vegas,Nevada,89117,A
International Kitchen Mobile #2,International Kitchen Mobile,Food Trucks / Mobile Vendor,58 N 30Th St,Las Vegas,Nevada,89101-4909,A
Jack in the Box #7246,JACK IN THE BOX #7246,Restaurant,4345 E Charleston Blvd,Las Vegas,Nevada,89104-5519,A
"Jeffers, Jay W Elem School Kitchen","Jeffers, Jay W Elementary School",Elementary School Kitchen,2320 Clifford St,Las Vegas,Nevada,89115-5242,A
Kona Ice,Kona Ice,Food Trucks / Mobile Vendor,780 Hafen Ln,Mesquite,Nevada,89027-5942,A
LA FAVORITA MEAT MARKET,LA FAVORITA,Meat/Poultry/Seafood,573 E Twain Ave,Las Vegas,Nevada,89169,A
LAS MUSIC KARAOKE & BAR - RESTAURANT,LAS MUSIC,Restaurant,4821 SPRING MOUNTAIN,Las Vegas,Nevada,89112,A
LITTLE DUMPLING,CHINA CITY,Restaurant,9340 W FLAMINGO Rd,Las Vegas,Nevada,89147,A
LOUREN ICE CREAM TRUCK #1,DANIEL NAVAS-PEDROSA,Food Trucks / Mobile Vendor,2850 E CHARLESTON Blvd,Las Vegas,Nevada,89104,A
La Palapa Restaurant #3,La Palapa Restaurant #3,Restaurant,1515 N Eastern Ave,Las Vegas,Nevada,89101-1512,A
Lake Club Bar,The Lake Club @ Southshore,Bar / Tavern,210 Grand Mediterra Blvd,Henderson,Nevada,89011-2209,A
Levy Restaurant @ LVMS F - 17,Levy Restaurants @ LVMS,Restaurant,7000 N Las Vegas Blvd,Las Vegas,Nevada,89115-1708,A
M QUEEN CATERING MOBILE,M QUEEN CATERING MOBILE,Food Trucks / Mobile Vendor,4181 W PIONEER Ave,Las Vegas,Nevada,89102,A
MB  LIBERTINE SOCIAL MAIN BAR,MANDALAY BAY HOTEL & CASINO,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,A
MEAL THYME,MEAL THYME,Caterer,2245 E FLAMINGO,Las Vegas,Nevada,89138,A
MIDTOWN GAMING BAR - RESTAURANT,MIDTOWN GAMING BAR,Restaurant,953 E DESERT INN,Las Vegas,Nevada,89115,A
MORELIA TACO SHOP - DELETED 10/26/15 PER OWNER,"SALDIVAR, MARIA",Portable Unit,600 E QUARTZ,Sandy Valley,Nevada,89019,A
MR D'S SPORTS BAR AND GRILL,MR. D'S SPORTS BAR AND GRILL,Restaurant,1810 S RAINBOW,Las Vegas,Nevada,89146,A
Mb Shanghai Lilly Wait / Front of House Station DELETE 11 28 11,MANDALAY BAY HOTEL & CASINO,Garde Manger,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,A
McDonald's of West Tropicana #5240,McDonalds of West Tropicana,Restaurant,3451 W Tropicana Ave,Las Vegas,Nevada,89103-5634,A
Mesquite Community - Pantry,Mesquite Community & Senior Center,Pantry,102 E Old Mill Rd,Mesquite,Nevada,89027-4787,A
Nanay Glorias Filipino Fast Food,Nanay Glorias Filipino Fast Food,Restaurant,2810 S Maryland Pkwy A & B,Las Vegas,Nevada,89109-5005,A
Nestle Toll House,Nestle Toll House @ TOWN SQUARE,Snack Bar,6629 Las Vegas Blvd #8,Las Vegas,Nevada,89119-3255,A
PALAZZO FUSION BAR - DELETED,PALAZZO HOTEL & CASINO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
PALAZZO LAGASSE STADIUM PREP / WAREWASH,PALAZZO HOTEL & CASINO,Special Kitchen,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
PH AXIS THEATER SERVICE BAR #1,PLANET HOLLYWOOD RESORT AND CASINO,Portable Unit,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,A
PH POOL MAIN BAR,PLANET HOLLYWOOD RESORT AND CASINO,Bar / Tavern,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,A
PHO BOSA CAFE,PHO BOSA CAFE,Restaurant,3355 Spring Mountain Rd 35,Las Vegas,Nevada,89102-8639,A
PING PANG PONG BEVERAGE STATION,PING PANG PONG @ GOLD COAST HOTEL,Special Kitchen,4000 W FLAMINGO Rd,Las Vegas,Nevada,89103,A
"PIZZA KITCHEN, THE","PIZZA KITCHEN, THE",Restaurant,5270 FORT APACHE,Las Vegas,Nevada,89144,A
PLATINUM HOTEL LOBBY BAR,PLATINUM HOTEL & SPA,Bar / Tavern,211 E Flamingo Rd,Las Vegas,Nevada,89169-4708,A
PREDICTION COFFEE PUSF,PREDICTION COFFEE,Portable Unit,900 S LAS VEGAS,Las Vegas,Nevada,89101,A
PRIME CULINARY SERVICES,PRIME CULINARY SERVICES,Caterer,6250 MCLEOD 100,Las Vegas,Nevada,89120,A
RETROSODA - DELETED 7/24/15 KE,RETROSODA @ FASHION SHOW,Portable Unit,3200 S LAS VEGAS Blvd 600,Las Vegas,Nevada,89109,A
ROSATIS PIZZA BAR,ROSATIS PIZZA,Bar / Tavern,7380 S EASTERN Ave 110,Las Vegas,Nevada,89123,A
Regal Cinemas Snack Bar - Boulder Station,Regal Cinemas @ Boulder Station,Snack Bar,4111 Boulder Hwy,Las Vegas,Nevada,89121-2510,A
Rio All American Restaurant,RIO SUITES HOTEL,Restaurant,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
Roadrunner Restaurant Buffalo,Roadrunner Rest and Lounge Buffalo,Restaurant,921 N Buffalo Dr,Las Vegas,Nevada,89128-0378,A
Roamin' Dough Seasonal,Roamin' Dough,Portable Unit,7411 W Lake Mead,Las Vegas,Nevada,89131,A
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4430 E Washington Ave,Las Vegas,Nevada,89110,A
SERENE VEGAS PORTABLE BAR #2,"SERENE VEGAS, AN INNPLACE RESORT",Portable Unit,455 E Harmon Ave,Las Vegas,Nevada,89169-7076,A
SONNY SUSHI,Sonny's Sushi,Restaurant,7400 S LAS VEGAS,Las Vegas,Nevada,89123,A
STIR KRAZY MONGOLIAN GRILL KITCHEN,987 RESTAURANT GROUP,Special Kitchen,4503 S PARADISE Rd GHIJ,Las Vegas,Nevada,89169,O
STRIP VIEW CAFE,STRIP VIEW CAFE,Restaurant,3225 S RAINBOW 106,Las Vegas,Nevada,89146,A
SUNCOAST BUFFET DESSERT / SALAD,Suncoast Hotel & Casino,Special Kitchen,9090 Alta Dr,Las Vegas,Nevada,89145-8508,A
SUNSET PIZZERIA DOWNTOWN - Bar,SUNSET PIZZERIA DOWNTOWN,Bar / Tavern,203 WATER,Henderson,Nevada,89015,A
SWENSONS ICE CREAM SHOP   DELETED,SWENSONS ICE CREAM @ LUXOR,Restaurant,3900 S Las Vegas Blvd,Las Vegas,Nevada,89119-1004,A
Sahara Mini Mart Snack Bar,Sahara Mini Mart,Snack Bar,5105 E Sahara Ave,Las Vegas,Nevada,89142-2557,A
Siena Community Center Staging Kitchen,Siena Community Assoc,Special Kitchen,10475 Siena Monte Ave,Las Vegas,Nevada,89135-2475,A
Subway #22228 Four Queens,Subway @ FOUR QUEENS,Restaurant,202 Fremont St,Las Vegas,Nevada,89101-5606,A
Sushi Tower - Bar,Sushi Tower,Bar / Tavern,4145 S Grand Canyon Dr 104,Las Vegas,Nevada,89147-7160,A
TERRIBLE HERBST #376 SNACK BAR,TERRIBLE HERBST OIL #376,Snack Bar,5722 S Eastern Ave,Las Vegas,Nevada,89119-3049,A
TI CHRISTIAN AUDIGIER BAR INSIDE  DELETED,TREASURE ISLAND HOTEL & CASINO,Bar / Tavern,3300 S Las Vegas Blvd,Las Vegas,Nevada,89109-8916,A
TIPPS CAFE,TIPPS CAFE,Snack Bar,8545 S EASTERN 101,Las Vegas,Nevada,89123,A
TMA - MC19 SUPER NACHOS CONCESSION,LEVY @ T-MOBILE ARENA,Snack Bar,3780 S LAS VEGAS,Las Vegas,Nevada,89158,A
TMA - SL31 SUITE LVL PANTRY,LEVY @ T-MOBILE ARENA,Pantry,3780 S LAS VEGAS,Las Vegas,Nevada,89109,A
TRAVELODGE CONTINENTAL BREAKFAST,TRAVELODGE,Restaurant,2830 S Las Vegas Blvd,Las Vegas,Nevada,89109-1102,A
TURMERIC - DOWNSTAIRS BAR,TURMERIC FLAVORS OF INDIA,Bar / Tavern,700 E FREMONT A,Las Vegas,Nevada,89101,A
Tacos Karina Seasonal 10/17/11-6/17/12,Tacos Karina,Portable Unit,1591 N Decatur,Las Vegas,Nevada,89108,A
Texas Station Race & Sportsbook Lounge,Texas Station Gambling Hall & Hotel,Bar / Tavern,2101 N Texas Star Ln,North Las Vegas,Nevada,89032,A
Tommy Rocker's Grill,Tommy Rocker's Cantina & Grill,Restaurant,4275 Dean Martin Dr,Las Vegas,Nevada,89103-4160,A
VENETIAN SANDS SHOWROOM BAR,Venetian Hotel & Casino,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
VOODOO WING COMPANY,VOODOO WING COMPANY,Restaurant,4195 S GRAND CANYON,Las Vegas,Nevada,89147,A
Villa Italian Kitchen,Fashion Outlet - Villa Italian,Restaurant,32100 Las Vegas Blvd,Primm,Nevada,89019-7028,A
WALGREENS #7842 SNACK BAR,WALGREENS #7842,Snack Bar,3339 S Las Vegas Blvd,Las Vegas,Nevada,89109-1401,A
WETZELS PRETZELS V RESTAURANT,WETZEL'S PRETZELS V,Restaurant,7400 S LAS VEGAS,Las Vegas,Nevada,89123,A
WOK VEGAS @ STRATOSPHERE,WOK VEGAS @ STRATOSPHERE,Restaurant,2000 S LAS VEGAS B3,Las Vegas,Nevada,89104,A
WOODS FAMILY SANDWICHES,WOODS FAMILY SANDWICHES,Restaurant,931 AMERICAN PACIFIC #106,Henderson,Nevada,89014,A
Wendy's #4880,Wendy's #4880,Restaurant,1131 W Sunset Rd,Henderson,Nevada,89014-6601,A
Zizzy Restaurant,ZIZZY KARAOKE,Restaurant,4355 SPRING MOUNTAIN,Las Vegas,Nevada,89102,A
7-Eleven #20593 - Deli,7-Eleven Food Store #20593,Snack Bar,900 Utah St,Boulder City,Nevada,89005-3035,A
7TH AND CARSON,7TH AND CARSON,Restaurant,616 CARSON Ave,Las Vegas,Nevada,89102,A
99 RANCH MARKET BAKERY,99 RANCH MARKET,Restaurant,3778 S MARYLAND,Las Vegas,Nevada,89119,A
AGUA CHILES CULICHI,AGUA CHILES CULICHI,Restaurant,2462 N LAS VEGAS Blvd,North Las Vegas,Nevada,89030,A
AQUARIUS Exhibition Line,Aquarius Casino Resort,Buffet,1900 S Casino Dr,Laughlin,Nevada,89029-1513,A
AQUARIUS Zodiac Bar,Aquarius Casino Resort,Bar / Tavern,1900 S Casino Dr,Laughlin,Nevada,89029-1513,A
ARIA CC LEVEL B PANTRY 5,CITY CENTER HOTELS,Pantry,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA EDR ITALIAN STATION,CITY CENTER HOTELS,Buffet,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA HERRINGBONE FOOD SVC SUPPORT,CITY CENTER HOTELS,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA JEAN GEORGES DESSERT KITCHEN,ARIA HOTEL & CASINO,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA LEMONGRASS BAR,CITY CENTER HOTELS,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA ROOM SERVICE WAREWASH,ARIA HOTEL & CASINO,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
