name,address,city,state,zip_code,current_score,current_grade,rating,review_count,restaurants_price_range2,restaurants_reservations,restaurants_delivery,restaurants_takeout,business_accepts_creditcards,accepts_apple_pay,good_for,bike_parking,good_for_kids,restaurants_good_for_groups,restaurants_attire,ambience,noise_level,alcohol,outdoor_seating,wifi,has_tv,caters,good_for_working,gender_neutral_restrooms,location_name,category_name,violations,current_demerits,inspection_demerits,inspection_score,inspection_grade,business_id,neighborhood,accepts_insurance,ages_allowed,byob,byob_corkage,best_nights,business_accepts_bitcoin,business_parking,byappointmentonly,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_meal,hair_specializes_in,happy_hour,music,open_24_hours,restaurants_counter_service,restaurants_table_service,smoking,wheelchair_accessible,accepts_google_pay,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
CYPRESS BEST BURGERS,3240 N FIGUEROA ST,LOS ANGELES,CA,90065,90,A,4.0,89.0,$,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
D & D DELI MARKET,530 E 6TH ST,LOS ANGELES,CA,90021,96,A,3.0,1.0,$,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
D' AMORE FAMOUS PIZZA,8369 W 3RD ST,LOS ANGELES,CA,90048,90,A,3.5,275.0,$$,No,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
D. BISTROS,9200 S HOOVER ST,LOS ANGELES,CA,90044,90,A,5.0,2.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DADDYS BURRITOS,5401 W ADAMS BLVD,LOS ANGELES,CA,90016,80,B,4.0,29.0,$,No,No,Yes,No,No,"Lunch, Dinner",Yes,Yes,No,Casual,Null,Average,No,Yes,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DADDY'S DONUTS,500 S ATLANTIC BLVD,LOS ANGELES,CA,90022,90,A,3.0,6.0,$,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAD'S MOBIL,657 N VERMONT AVE,LOS ANGELES,CA,90004,95,A,3.0,8.0,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAE-BOK RESTAURANT,2010 JAMES M WOOD BLVD,LOS ANGELES,CA,90006,97,A,5.0,10.0,$$,Yes,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAIKOKUYA,327 E 1ST ST,LOS ANGELES,CA,90012,91,A,4.0,7125.0,$$,No,No,No,No,No,"Lunch, Dinner",Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAIKOKUYA-SAWTELLE,2208 SAWTELLE BLVD,LOS ANGELES,CA,90064,90,A,4.0,1101.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAILY CHINA EXPRESS,1907 HILLHURST AVE,LOS ANGELES,CA,90027,91,A,3.5,397.0,$$,Yes,Yes,Yes,Yes,No,Dinner,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAILY DONUTS,1908 N HILLHURST AVE,LOS ANGELES,CA,90027,91,A,4.0,92.0,$,Null,Null,Yes,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAILY DONUTS HOUSE,1905 S WESTERN AVE STE #20,LOS ANGELES,CA,90018,92,A,4.0,14.0,$,Null,Null,Yes,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAILY GRILL,5400 W CENTURY BLVD,LOS ANGELES,CA,90045,92,A,3.5,280.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,No,Yes,Casual,Classy,Average,Full Bar,Yes,Paid,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAISY SHELL,400 N ALVARADO ST,LOS ANGELES,CA,90026,90,A,2.0,13.0,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAL GU JI,361 S WESTERN AVE # 101,LOS ANGELES,CA,90020,95,A,5.0,13.0,$$,Yes,No,Yes,Yes,Null,Null,Yes,Yes,Yes,Casual,Null,Null,Null,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAMASHETE,3474 W 8TH ST,LOS ANGELES,CA,90005,82,B,4.0,13.0,$$,No,No,Yes,Yes,Null,Null,No,Yes,Yes,Dressy,Null,Average,Null,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAMES N GAMES,2065 S SANTA FE AVE,LOS ANGELES,CA,90021,90,A,3.5,217.0,$$,Null,Null,Null,Yes,No,Null,No,Null,Yes,Null,Casual,Average,Full Bar,Yes,Null,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAMORE'S PIZZA,8369 W 3RD ST,LOS ANGELES,CA,90048,90,A,3.5,275.0,$$,No,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAN SUNG SA,3317 W 6TH ST,LOS ANGELES,CA,90020,91,A,4.0,632.0,$$,Yes,No,Yes,Yes,No,Late Night,Yes,No,Yes,Casual,"Divey, Casual",Loud,Beer & Wine Only,No,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DANIELS BISTRO,380 WORLD WAY 1201A,LOS ANGELES,CA,90045,85,B,2.5,35.0,$$,No,No,Yes,Yes,Null,Null,No,No,No,Casual,Casual,Loud,Full Bar,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DANIEL'S DISCOUNT MARKET,5247 W ADAMS BLVD,LOS ANGELES,CA,90016,96,A,4.0,1.0,$,Null,Null,Null,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAN'S DELI,300 S GRAND AVENUE LOW PLAZA 35,LOS ANGELES,CA,90071,95,A,3.5,46.0,$,No,No,Yes,Yes,No,Null,Yes,No,No,Casual,Casual,Average,No,Yes,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAN'S LIQUOR,5711 YORK BLVD,LOS ANGELES,CA,90042,97,A,4.0,4.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DANTE'S CAFE,2745 BEVERLY BLVD,LOS ANGELES,CA,90057,90,A,5.0,22.0,$$,No,Yes,Yes,Yes,Yes,"Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DARABAR SECRET THAI CUISINE,5112 HOLLYWOOD BLVD # 108-0,LOS ANGELES,CA,90027,91,A,3.5,85.0,$$,Yes,Yes,Yes,Yes,No,"Dinner, Late Night",Yes,No,Yes,Casual,Null,Average,Full Bar,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DARLING DONUTS,5431 VENICE BLVD,LOS ANGELES,CA,90019,90,A,5.0,36.0,$,Null,Null,Yes,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DARLING DONUTS & ICE CREAM,5431 W VENICE BLVD,LOS ANGELES,CA,90019,97,A,5.0,36.0,$,Null,Null,Yes,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DARYA RESTAURANT,12130 SANTA MONICA BLVD,LOS ANGELES,CA,90025,98,A,3.5,356.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAVE'S CHILLIN N GRILLIN,2152 COLORADO BLVD,LOS ANGELES,CA,90041,90,A,3.5,506.0,$$,No,No,Yes,Yes,No,"Breakfast, Lunch",Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAVES DELI,213 S MEDNIK AVE,LOS ANGELES,CA,90022,91,A,3.5,74.0,$,No,Yes,Yes,Yes,No,Lunch,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAVE'S LIQUOR,2704 S ROBERTSON BLVD,LOS ANGELES,CA,90034,95,A,4.0,6.0,$$,Null,Null,Yes,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAW YEE MYANMAR CORNER,2837 W SUNSET BLVD,LOS ANGELES,CA,90026,90,A,4.5,154.0,$$,No,No,Yes,Yes,No,Dinner,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DAY'S TEA,3407 W 6TH ST # 101B,LOS ANGELES,CA,90020,95,A,4.5,27.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Free,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DC LIBRARY CAFE,800 N VERMONT AVE,LOS ANGELES,CA,90029,94,A,4.0,80.0,$,No,No,Yes,Yes,Yes,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DECARLO PIZZA,12460 VENICE BLVD,LOS ANGELES,CA,90066,92,A,3.5,34.0,$$,No,Yes,Yes,No,Null,Null,Yes,Yes,Yes,Casual,Null,Average,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELANCEY,5936 W SUNSET BLVD,LOS ANGELES,CA,90028,93,A,4.0,436.0,$$,Yes,No,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELEK,2876 S BUNDY DR,LOS ANGELES,CA,90064,98,A,2.0,9.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELI & DELITES,5750 WILSHIRE BLVD STE 170,LOS ANGELES,CA,90036,91,A,4.0,24.0,$,No,No,Yes,Yes,Null,Null,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELI IN,3456 1/2 WILSHIRE BLVD,LOS ANGELES,CA,90010,90,A,4.5,124.0,$,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELI LICIOUS,1625 W OLYMPIC BLVD #111,LOS ANGELES,CA,90015,96,A,4.0,3.0,Null,Null,No,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELIA'S RESTAURANT,4501 YORK BLVD,LOS ANGELES,CA,90041,93,A,4.5,202.0,$,No,No,Yes,No,No,"Breakfast, Lunch",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIAS BAKERY AND SOME,5567 N FIGUEROA ST,LOS ANGELES,CA,90042,90,A,4.5,48.0,$,Null,No,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIAS DE EL SALVADOR,3400 E 8TH ST,LOS ANGELES,CA,90023,90,A,3.0,14.0,$,No,No,Yes,Yes,No,"Breakfast, Brunch",No,Yes,Yes,Casual,Null,Very Loud,Beer & Wine Only,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELI-CIOUS,5966 W OLYMPIC BLVD,LOS ANGELES,CA,90036,92,A,4.5,168.0,$,No,No,Yes,Yes,No,Lunch,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,Free,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS ARTS,10581 1/2 PICO BLVD,LOS ANGELES,CA,90064,96,A,5.0,76.0,$$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS DONUTS,3087 W PICO BLVD STE 8,LOS ANGELES,CA,90006,90,A,4.5,12.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS DONUTS,3087 W PICO BLVD # 8,LOS ANGELES,CA,90006,96,A,4.5,12.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS PIZZA,5413 W ADAMS BLVD,LOS ANGELES,CA,90016,96,A,4.0,333.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS PIZZA SUNSET BLVD.,6601 SUNSET BLVD,LOS ANGELES,CA,90028,93,A,4.0,49.0,$,No,Yes,Yes,Yes,No,"Breakfast, Lunch",Yes,Yes,Yes,Casual,"Hipster, Casual, Trendy",Average,No,Yes,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS SOUTHERN CUISINE,4371 CRENSHAW BLVD STE D,LOS ANGELES,CA,90008,95,A,4.0,112.0,$$,No,No,Yes,Yes,Yes,"Breakfast, Brunch, Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS SUBS,4311 WILSHIRE BLVD STE #102,LOS ANGELES,CA,90010,92,A,4.5,15.0,$,No,Yes,Yes,Yes,Null,Null,Yes,Yes,Yes,Casual,Null,Average,No,No,Null,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELICIOUS TOGETHER,861 SANTEE ST,LOS ANGELES,CA,90014,96,A,4.5,151.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Free,Null,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELLA TERRA,7675 BEVERLY BLVD,LOS ANGELES,CA,90036,96,A,4.0,473.0,$$,Yes,Yes,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Classy,Average,Beer & Wine Only,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELPHI GREEK,1383 WESTWOOD BLVD,LOS ANGELES,CA,90024,98,A,3.5,271.0,$$,Yes,Yes,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,Yes,Free,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
DELPHINE,6250 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,92,A,3.5,683.0,$$$,Yes,No,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Null,Average,Full Bar,Yes,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
