ACTIVITY DATE,RECORD ID,NAME,ADDRESS,SITE ADDRESS,SITE CITY,SITE STATE,SITE ZIP,PROGRAM ELEMENT CODE,PROGRAM ELEMENT CODE DESCRIPTION,SERVICE DESCRIPTION,ROW ID,VIOLATION CODE,VIOLATION CODE DESCRIPTION,POINTS,SCORE,GRADE,COUNT,RATING,REVIEW,PRICE,PHONE,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Apple Pay,Good For,Parking,Bike Parking,Good for Kids,Good for Groups,Attire,Ambience,Noise Level,Alcohol,Outdoor Seating,Wi-Fi,Has TV,Caters,Good for Working,Gender Neutral Restrooms
10/23/2014,PR0041345,CHAMPAGNE FRENCH BAKERY,"11709 NATIONAL BLVD  LOS ANGELES, CA 90064",11709 NATIONAL BLVD,LOS ANGELES,CA,90064,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV0NMES6Z,16F014,# 14. Food contact surfaces: clean and sanitized,2,91,A,1,3,205,$$,13102689444,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Garage,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Yes,,Yes
12/23/2014,PR0032413,CHAMPAGNE FRENCH BAKERY,"2202 SAWTELLE BLVD  LOS ANGELES, CA 90064",2202 SAWTELLE BLVD,LOS ANGELES,CA,90064,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVI8AWVKN,16F039,# 39. Wiping cloths: properly used and stored,1,95,A,1,3,205,$$,13102689444,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Garage,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Yes,,Yes
11/17/2015,PR0007527,CHAMPION DONUTS,"3209 N BROADWAY  LOS ANGELES, CA 90031",3209 N BROADWAY,LOS ANGELES,CA,90031,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVIPGYVMQ,16F050,# 51. Permit Suspension,0,90,A,1,4,23,$,13232248028,No,No,Yes,No,,,,Yes,Yes,Yes,Casual,,Average,No,No,No,No,No,,
12/19/2014,PR0015143,CHAN DARA,"310 N LARCHMONT BLVD  LOS ANGELES, CA 90004",310 N LARCHMONT BLVD,LOS ANGELES,CA,90004,1638,RESTAURANT (61-150) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVGS3UH0X,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,90,A,1,3.5,322,$$,13234671052,Yes,Yes,Yes,Yes,No,,Street,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,Yes,,
10/27/2014,PR0023656,CHANDARA RESTAURANT,"11940 W PICO BLVD  LOS ANGELES, CA 90064",11940 W PICO BLVD,LOS ANGELES,CA,90064,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVT5CWW61,16F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",1,98,A,1,3.5,315,$$,,Yes,Yes,Yes,Yes,No,,Street,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,No,,
11/18/2015,PR0045727,CHANGO,"1559 ECHO PARK AVE  LOS ANGELES, CA 90026",1559 ECHO PARK AVE,LOS ANGELES,CA,90026,1634,RESTAURANT (31-60) SEATS MODERATE RISK,ROUTINE INSPECTION,IV80HIEAB,16F036,"# 36. Equipment, utensils and linens: storage and use",1,93,A,1,3.5,220,$,12139779161,No,No,Yes,Yes,No,Breakfast,Street,Yes,Yes,Yes,Casual,Hipster,Average,No,Yes,Free,No,No,Yes,
6/9/2015,PR0031542,CHANO'S,"3309 N MISSION RD  LOS ANGELES, CA 90031",3309 N MISSION RD,LOS ANGELES,CA,90031,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVGEOIQO0,16F009,# 9. Proper cooling methods,2,92,A,1,3.5,126,$,13232767981,No,No,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,No,,
7/1/2015,PR0004169,CHAO KRUNG,"111 N FAIRFAX AVE  LOS ANGELES, CA 90036",111 N FAIRFAX AVE,LOS ANGELES,CA,90036,1635,RESTAURANT (31-60) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVH25OYNL,16F025,# 25. Personal cleanliness and hair restraints,1,94,A,1,3.5,230,$$,13239398361,Yes,Yes,Yes,Yes,No,Dinner,Street,No,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,Free,Yes,Yes,,
10/16/2014,PR0032181,CHAPALITA MEAT,"2927 N BROADWAY  LOS ANGELES, CA 90031",2927 N BROADWAY,LOS ANGELES,CA,90031,1612,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",ROUTINE INSPECTION,IVJIKIKZ1,16F024,# 24. Person in charge present and performs duties,1,90,A,1,4,79,$,,No,No,Yes,No,No,Lunch,Street,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,Yes,,
3/20/2015,PR0020300,CHAPINLANDIA BAKERY #2,"1455 W 3RD ST  LOS ANGELES, CA 90017",1455 W 3RD ST,LOS ANGELES,CA,90017,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVIHJEGEC,16F052,# 1b. Food safety certification,2,93,A,1,4,4,$,12134812239,,No,Yes,No,No,,,No,,,,,,,,,,,,
5/22/2015,PR0007850,CHAPMAN MARKET,"221 W 8TH ST  LOS ANGELES, CA 90014",221 W 8TH ST,LOS ANGELES,CA,90014,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IV6HXW0E5,16F046,# 46. Signs posted; last inspection report available,1,94,A,1,5,25,$,12134894080,,,Yes,Yes,,,Street,Yes,,,,,,,,,,,,
6/26/2015,PR0018350,CHAPOS TACOS,"11212 1/2 S CENTRAL AVE LOS ANGELES, CA 90059",11212 1/2 S CENTRAL AVE,LOS ANGELES,CA,90059,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV9W55TSM,16F006,# 6. Adequate handwashing facilities supplied & accessible,2,90,A,1,4.5,2,$,19095540388,No,No,Yes,No,,,,,Yes,No,Casual,,Quiet,No,Yes,No,No,,,
2/3/2015,PR0147662,CHARLES DREW UNIVERSITY,"1731 E 120TH ST LOS ANGELES, CA 90059",1731 E 120TH ST,LOS ANGELES,CA,90059,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVPGDTG8P,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,98,A,1,2.5,8,,13235634800,,,,,,,,,,,,,,,,,,,,Yes
10/14/2015,PR0013417,CHARLEY'S GRILLED SUBS,"3650 W MLK BLVD # 142 LOS ANGELES, CA 90008",3650 W MLK BLVD # 142,LOS ANGELES,CA,90008,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVANM6BMA,16F039,# 39. Wiping cloths: properly used and stored,1,91,A,1,2.5,11,$,13232924212,No,No,Yes,Yes,,,,Yes,Yes,Yes,Casual,,,,No,,No,,,
4/26/2016,PR0021784,CHARLEY'S MINI MARKET & PARTY RENTAL,"1854 W WASHINGTON BLVD LOS ANGELES, CA 90007",1854 W WASHINGTON BLVD,LOS ANGELES,CA,90007,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IV0WWLWUN,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,93,A,1,1,1,,13237327380,,,,,,,,,,,,,,,,,,,,
10/7/2014,PR0012439,CHARLIE KABOB #3,"10800 W PICO BLVD STE #302 LOS ANGELES, CA 90064",10800 W PICO BLVD STE #302,LOS ANGELES,CA,90064,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVXKT0GFF,16F039,# 39. Wiping cloths: properly used and stored,1,97,A,1,4,85,$$,13102341919,No,Yes,Yes,Yes,No,"Lunch, Dinner","Garage, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,Yes,,
1/20/2016,PR0038155,CHARLIE'S FISH MARKET,"5677 W PICO BLVD  LOS ANGELES, CA 90019",5677 W PICO BLVD,LOS ANGELES,CA,90019,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVYKXXFR4,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,90,A,1,4,62,$$,13239356886,No,No,Yes,Yes,No,Lunch,Private Lot,Yes,Yes,No,Casual,Casual,Average,No,No,No,Yes,No,,
1/6/2015,PR0024330,CHARLIE'S KOSHER DELI,"9124 W PICO BLVD  LOS ANGELES, CA 90035",9124 W PICO BLVD,LOS ANGELES,CA,90035,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVJN1SKI7,16F052,# 1b. Food safety certification,2,94,A,1,4,13,$,13102712472,No,No,Yes,Yes,,,"Street, Private Lot",,Yes,,Casual,,Quiet,,No,No,No,Yes,,
12/26/2014,PR0156092,CHARLIE'S PANTRY,"2922 N BEVERLY GLEN CIR LOS ANGELES, CA 90077",2922 N BEVERLY GLEN CIR,LOS ANGELES,CA,90077,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV0115197,16F023,"# 23. No rodents, insects, birds, or animals",2,90,A,1,3,122,$$,13104752719,Yes,Yes,Yes,Yes,No,"Breakfast, Brunch, Lunch",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,,
10/3/2014,PR0042452,CHARLIE'S TAMALES,"3320 N EASTERN AVE  LOS ANGELES, CA 90032",3320 N EASTERN AVE,LOS ANGELES,CA,90032,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVCC4VZO8,16F036,"# 36. Equipment, utensils and linens: storage and use",1,91,A,1,4,158,$,13232215954,No,Yes,Yes,Yes,No,"Breakfast, Lunch",Street,No,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,,Yes
10/1/2014,PR0047572,CHARLIES TRIO,"5769 N HUNTINGTON DR N  LOS ANGELES, CA 90032",5769 N HUNTINGTON DR N,LOS ANGELES,CA,90032,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVTIVL1LF,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,92,A,1,4,307,$$,13232233871,Yes,No,Yes,Yes,No,"Lunch, Dinner",Private Lot,No,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,,
6/9/2015,PR0034933,CHATEAU MARMONT,"8221 W SUNSET BLVD  LOS ANGELES, CA 90046",8221 W SUNSET BLVD,LOS ANGELES,CA,90046,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVMBIG4FR,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,92,A,1,3.5,608,$$$,13236561010,,,,Yes,No,,,,,,,,,,,Free,,,,
1/22/2015,PR0028488,CHAVEZ POLLO AND BURGER,"2057 E CESAR E CHAVEZ AVE  LOS ANGELES, CA 90033",2057 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVUSJ7IOS,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,91,A,1,3,14,$,,No,No,Yes,No,,"Breakfast, Brunch, Lunch",,Yes,Yes,Yes,Casual,,Average,,No,No,No,,,
10/10/2014,PR0025642,CHAYA DOWNTOWN,"525 S FLOWER ST  LOS ANGELES, CA 90071",525 S FLOWER ST,LOS ANGELES,CA,90071,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IVDWP6ABN,16F030,# 30. Food properly stored; food storage containers identified,1,94,A,1,3.5,865,$$$,12132369577,Yes,No,Yes,Yes,No,Dinner,"Valet, Garage, Validated",Yes,No,Yes,Dressy,Classy,Average,Full Bar,Yes,No,Yes,Yes,,
5/22/2015,PR0033442,CHAYA DOWNTOWN BAR,"525 S FLOWER ST  LOS ANGELES, CA 90071",525 S FLOWER ST,LOS ANGELES,CA,90071,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVRH9L5XN,16F036,"# 36. Equipment, utensils and linens: storage and use",1,95,A,1,3.5,865,$$$,12132369577,Yes,No,Yes,Yes,No,Dinner,"Valet, Garage, Validated",Yes,No,Yes,Dressy,Classy,Average,Full Bar,Yes,No,Yes,Yes,,
10/28/2014,PR0122409,CHAYA SUSHI,"380 WORLD WAY T44 LOS ANGELES, CA 90045",380 WORLD WAY T44,LOS ANGELES,CA,90045,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVOW0JPAU,16F048,# 47. Permits Available,1,92,A,1,2.5,57,$$,,No,No,Yes,Yes,Yes,"Lunch, Dinner",Garage,No,Yes,No,Casual,"Casual, Trendy",Average,No,No,Free,No,No,,
10/10/2014,PR0043653,CHECKER'S RESTAURANT,"535 S GRAND AVE  LOS ANGELES, CA 90071",535 S GRAND AVE,LOS ANGELES,CA,90071,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IV8BEYUJP,16F038,# 38. Thermometers provided and accurate,1,92,A,1,3.5,126,$$,12136240000,Yes,No,Yes,Yes,,,"Valet, Validated",No,No,Yes,Dressy,Classy,Quiet,Full Bar,Yes,Free,No,No,,
10/21/2014,PR0011161,CHEEBO,"7533 W SUNSET BLVD  LOS ANGELES, CA 90046",7533 W SUNSET BLVD,LOS ANGELES,CA,90046,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVMHLPRJE,16F007,# 7. Proper hot and cold holding temperatures,2,90,A,1,3.5,550,$$,13238507070,Yes,Yes,Yes,Yes,,Dinner,"Valet, Street, Validated",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,,
7/20/2015,PR0026056,CHEECH'S PIZZA,"2116 HILLHURST AVE  LOS ANGELES, CA 90027",2116 HILLHURST AVE,LOS ANGELES,CA,90027,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVUK0CTYL,16F023,"# 23. No rodents, insects, birds, or animals",2,91,A,1,4,314,$,13236667744,No,Yes,Yes,Yes,No,,Street,Yes,Yes,No,Casual,Casual,Average,No,Yes,Free,No,Yes,,
6/17/2015,PR0028081,CHEETAH'S,"4600 HOLLYWOOD BLVD  LOS ANGELES, CA 90027",4600 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,1636,RESTAURANT (61-150) SEATS LOW RISK,ROUTINE INSPECTION,IVLPFGXT1,16F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",1,98,A,1,3.5,72,$$,13236606733,Yes,,,Yes,,,"Valet, Street, Private Lot",No,No,Yes,,,Very Loud,Full Bar,No,,Yes,,,
12/12/2014,PR0146812,CHEF MARILYN'S QUEEN OF DOWN HOME SOUTHERN GOODIES,"2638 CRENSHAW BLVD LOS ANGELES, CA 90016",2638 CRENSHAW BLVD,LOS ANGELES,CA,90016,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVEL5OCJX,16F039,# 39. Wiping cloths: properly used and stored,1,93,A,1,3.5,58,$,13237378101,No,No,Yes,Yes,No,"Lunch, Dinner",Street,No,No,No,Casual,,Average,No,No,No,No,Yes,,
10/20/2014,PR0001249,CHEF MING'S KITCHEN,"12239 SANTA MONICA BLVD  LOS ANGELES, CA 90025",12239 SANTA MONICA BLVD,LOS ANGELES,CA,90025,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV6PCTCSF,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,90,A,1,3.5,95,$$,13102075496,No,Yes,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,No,Yes,Yes,,
7/21/2015,PR0157969,CHERBOURG,"3624 W 3RD ST LOS ANGELES, CA 90020",3624 W 3RD ST,LOS ANGELES,CA,90020,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVPK838DH,16F036,"# 36. Equipment, utensils and linens: storage and use",1,91,A,1,4,1,,12133846724,,,,,,,,,,,,,,,,,,,,
3/8/2016,PR0129455,CHERRY ON TOP,"12350 WASHINGTON PL LOS ANGELES, CA 90066",12350 WASHINGTON PL,LOS ANGELES,CA,90066,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVXB9T2XO,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,90,A,1,4,128,$,13103916526,,,Yes,Yes,Yes,,Private Lot,Yes,,,,,,,,Free,,No,,Yes
12/1/2014,PR0030590,CHERRY PICK CAFE,"208 S HILL ST  LOS ANGELES, CA 90012",208 S HILL ST,LOS ANGELES,CA,90012,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVUTOGKK8,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,93,A,1,4.5,167,$,12136870700,No,Yes,Yes,Yes,No,"Breakfast, Lunch",Street,No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,Yes
11/17/2015,PR0017875,CHESTER WASHINGTON GOLF,"1818 CHARLIE SIFFORD DR LOS ANGELES, CA 90047",1818 CHARLIE SIFFORD DR,LOS ANGELES,CA,90047,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IV0R2L7QR,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,98,A,1,3,39,,13237562516,,,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes
4/6/2015,PR0042779,CHEVIOT CHEVRON,"3029 S ROBERTSON BLVD  LOS ANGELES, CA 90034",3029 S ROBERTSON BLVD,LOS ANGELES,CA,90034,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVEVMH0OV,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,96,A,1,2.5,10,,13108361497,,,,Yes,,,,,,,,,,,,,,,,
3/24/2015,PR0122474,CHEYENNE LIQUOR,"1611 S VERMONT AVE LOS ANGELES, CA 90006",1611 S VERMONT AVE,LOS ANGELES,CA,90006,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVEW3JMBF,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,95,A,1,4.5,3,,13237331242,,,,Yes,,,,,,,,,,,,,,,,
12/31/2014,PR0156180,CHEZ-ANTOINE,"5511 N FIGUEROA ST LOS ANGELES, CA 90042",5511 N FIGUEROA ST,LOS ANGELES,CA,90042,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVNPJRQME,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,90,A,1,4,256,$$,13239829480,Yes,No,Yes,Yes,No,,"Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,,
12/15/2014,PR0030207,CHI DYNASTY,"1813 HILLHURST AVE  LOS ANGELES, CA 90027",1813 HILLHURST AVE,LOS ANGELES,CA,90027,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVRNFYOY5,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,91,A,1,3.5,397,$$,13236673388,Yes,Yes,Yes,Yes,No,Dinner,Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,,
11/3/2015,PR0121643,CHIBISCUS,"7361 1/2 SUNSET BLVD LOS ANGELES, CA 90046",7361 1/2 SUNSET BLVD,LOS ANGELES,CA,90046,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVLFJWC8F,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,4.5,900,$$,13234519896,No,Yes,Yes,Yes,Yes,"Lunch, Dinner","Street, Private Lot",Yes,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,Free,No,Yes,,Yes
11/20/2014,PR0044556,CHICAGO FOR RIBS,"8311 LINCOLN BLVD  LOS ANGELES, CA 90045",8311 LINCOLN BLVD,LOS ANGELES,CA,90045,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVAM0XQUX,16F029,"# 29. Toxic substances properly identified, stored, used",1,91,A,1,3.5,179,$$,13106707427,No,Yes,Yes,Yes,No,,"Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,,
9/21/2016,PR0187811,CHICAS TACOS,"728 S OLIVE ST LOS ANGELES, CA 90014",728 S OLIVE ST,LOS ANGELES,CA,90014,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVPK1ADM0,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,96,A,1,4,380,$$,12138960373,No,Yes,Yes,Yes,No,Lunch,"Private Lot, Validated",Yes,Yes,Yes,Casual,"Casual, Trendy",Average,No,Yes,No,No,Yes,,
12/2/2014,PR0020083,CHICHARROLAND,"4714 S MAIN ST  LOS ANGELES, CA 90037",4714 S MAIN ST,LOS ANGELES,CA,90037,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVGBQ4Q6C,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,5,15,$,13232328850,No,No,Yes,Yes,,Breakfast,,,Yes,Yes,Casual,,,,No,,Yes,Yes,,
12/11/2014,PR0018242,CHICHEN ITZA,"3655 S GRAND AVE STE C-6 LOS ANGELES, CA 90007",3655 S GRAND AVE STE C-6,LOS ANGELES,CA,90007,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVIIXRMY7,16F030,# 30. Food properly stored; food storage containers identified,1,96,A,1,4.5,963,$$,12137411075,No,No,Yes,Yes,Yes,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,Yes,,
3/3/2015,PR0034262,CHICK & CHOW,"9301 W PICO BLVD  LOS ANGELES, CA 90035",9301 W PICO BLVD,LOS ANGELES,CA,90035,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVHICEMW9,16F039,# 39. Wiping cloths: properly used and stored,1,90,A,1,3.5,65,$$,13102745595,No,Yes,Yes,Yes,No,,Private Lot,No,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,Yes,,
6/3/2015,PR0157483,CHICKEN N' ROLL,"11111 WILMINGTON AVE LOS ANGELES, CA 90059",11111 WILMINGTON AVE,LOS ANGELES,CA,90059,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVXI2ZRXD,16F039,# 39. Wiping cloths: properly used and stored,1,98,A,1,3.5,18,$,13235374949,No,No,Yes,Yes,No,Brunch,Street,Yes,Yes,Yes,Casual,Divey,Average,No,No,No,No,Yes,,
6/8/2015,PR0002965,CHICKEN ON FIRE,"8500 W OLYMPIC BLVD STE B LOS ANGELES, CA 90035",8500 W OLYMPIC BLVD STE B,LOS ANGELES,CA,90035,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVTJNGEGC,16F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",1,90,A,1,3.5,153,$,13106523310,No,Yes,Yes,Yes,No,,Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,
12/11/2014,PR0023842,CHICO'S MEXICAN RESTAURANT,"100 N NORTH AVENUE 50  LOS ANGELES, CA 90042",100 N NORTH AVENUE 50,LOS ANGELES,CA,90042,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVAZHYOYM,16F036,"# 36. Equipment, utensils and linens: storage and use",1,90,A,1,4,167,$,13232542445,No,No,Yes,Yes,No,"Breakfast, Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,,Yes
7/14/2015,PR0167287,CHICO'S MEXICAN RESTAURANT,"100 N AVENUE 50 LOS ANGELES, CA 90042",100 N AVENUE 50,LOS ANGELES,CA,90042,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVB0BHW9S,16F021,# 21. Hot and cold water available,2,91,A,1,4,167,$,13232542445,No,No,Yes,Yes,No,"Breakfast, Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,,Yes
1/26/2015,PR0012774,CHIGAE,"3077 W 8TH ST  LOS ANGELES, CA 90005",3077 W 8TH ST,LOS ANGELES,CA,90005,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVMWO09BK,16F029,"# 29. Toxic substances properly identified, stored, used",1,83,B,1,4,126,$$,12133888681,No,No,Yes,Yes,No,,Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,,
10/14/2015,PR0170458,CHILBO MYUNOK,"3500 W 6TH ST # 227 LOS ANGELES, CA 90020",3500 W 6TH ST # 227,LOS ANGELES,CA,90020,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVO4J9E7N,16F006,# 6. Adequate handwashing facilities supplied & accessible,2,90,A,1,3,27,$,12133839292,No,Yes,Yes,Yes,No,,Validated,Yes,Yes,Yes,Casual,,Loud,No,Yes,No,No,Yes,,
6/17/2015,PR0000579,CHILBO MYUNOK,"3500 W 6TH ST STE #227 LOS ANGELES, CA 90020",3500 W 6TH ST STE #227,LOS ANGELES,CA,90020,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVCMRUL9Z,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,82,B,1,3,27,$,12133839292,No,Yes,Yes,Yes,No,,Validated,Yes,Yes,Yes,Casual,,Loud,No,Yes,No,No,Yes,,
12/23/2014,PR0147467,CHILE VERDE,"1810 W SLAUSON AVE LOS ANGELES, CA 90047",1810 W SLAUSON AVE,LOS ANGELES,CA,90047,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVXCE97XQ,16F036,"# 36. Equipment, utensils and linens: storage and use",1,96,A,1,4,30,$,13232914200,No,No,Yes,Yes,Yes,,,No,Yes,Yes,Casual,,Average,No,No,No,No,Yes,,
10/15/2014,PR0152750,CHILLY RIBBONS,"1135 WESTWOOD BLVD LOS ANGELES, CA 90024",1135 WESTWOOD BLVD,LOS ANGELES,CA,90024,1630,RESTAURANT (0-30) SEATS LOW RISK,ROUTINE INSPECTION,IVZFT4QL6,16F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",1,96,A,1,4.5,108,$,,,,Yes,Yes,No,,"Garage, Street",Yes,,,,,,,,,,Yes,,
8/20/2015,PR0027736,CHIMNEY CAFE,"1100 N MAIN ST #B LOS ANGELES, CA 90012",1100 N MAIN ST #B,LOS ANGELES,CA,90012,1634,RESTAURANT (31-60) SEATS MODERATE RISK,ROUTINE INSPECTION,IVX3HYKFI,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,96,A,1,4,448,$$,13233430030,No,No,Yes,Yes,Yes,"Breakfast, Brunch, Lunch",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,Yes,Yes,Yes
